,name,team,g,rec_target,rec_rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fp,fpg,season,week
28,Robert Woods,LAR,1,11,8,81,0,0,0,0,8.1,8.1,2017,11
29,Corey Coleman,CLE,1,11,6,80,0,0,0,0,8.0,8.0,2017,11
30,Jamison Crowder,WAS,1,8,7,72,0,1,4,0,7.6,7.6,2017,11
31,Ted Ginn Jr.,NO,1,6,6,87,0,1,-12,0,7.5,7.5,2017,11
32,Julio Jones,ATL,1,10,5,71,0,0,0,0,7.1,7.1,2017,11
33,Bruce Ellington,HOU,1,7,6,63,0,1,5,0,6.8,6.8,2017,11
34,Zay Jones,BUF,1,7,4,68,0,0,0,0,6.8,6.8,2017,11
35,Cooper Kupp,LAR,1,7,6,64,0,0,0,0,6.4,6.4,2017,11
36,Dez Bryant,DAL,1,14,8,63,0,0,0,0,6.3,6.3,2017,11
37,Paul Richardson,SEA,1,8,5,56,0,0,0,0,5.6,5.6,2017,11
38,T.J. Jones,DET,1,5,4,55,0,0,0,0,5.5,5.5,2017,11
39,Roger Lewis,NYG,1,4,3,55,0,0,0,0,5.5,5.5,2017,11
40,Kenny Golladay,DET,1,3,2,52,0,0,0,0,5.2,5.2,2017,11
41,Michael Crabtree,OAK,1,11,6,51,0,0,0,0,5.1,5.1,2017,11
42,Tavarres King,NYG,1,5,3,48,0,0,0,0,4.8,4.8,2017,11
43,JuJu Smith-Schuster,PIT,1,8,4,47,0,0,0,0,4.7,4.7,2017,11
44,Marqise Lee,JAC,1,9,5,45,0,0,0,0,4.5,4.5,2017,11
45,Cordarrelle Patterson,OAK,1,4,4,45,0,0,0,0,4.5,4.5,2017,11
46,Dontrelle Inman,CHI,1,5,3,43,0,0,0,0,4.3,4.3,2017,11
47,Chris Godwin,TB,1,2,2,38,0,0,0,0,3.8,3.8,2017,11
48,Mike Williams,LAC,1,8,5,38,0,0,0,0,3.8,3.8,2017,11
49,Eric Decker,TEN,1,3,3,37,0,0,0,0,3.7,3.7,2017,11
50,Brandon LaFell,CIN,1,5,3,37,0,0,0,0,3.7,3.7,2017,11
1,Julio Jones,ATL,1,15,12,253,2,1,15,0,38.8,38.8,2017,12
2,Antonio Brown,PIT,1,12,10,169,2,0,0,0,28.9,28.9,2017,12
3,Robby Anderson,NYJ,1,10,6,146,2,0,0,0,26.6,26.6,2017,12
4,Keenan Allen,LAC,1,14,11,172,1,0,0,0,23.2,23.2,2017,12
5,Marvin Jones,DET,1,9,6,109,2,0,0,0,22.9,22.9,2017,12
6,Jamison Crowder,WAS,1,10,7,141,1,0,0,0,20.1,20.1,2017,12
7,Jermaine Kearse,NYJ,1,11,7,105,1,0,0,0,16.5,16.5,2017,12
8,Brandin Cooks,NE,1,7,6,83,1,1,11,0,15.4,15.4,2017,12
9,Nelson Agholor,PHI,1,6,3,32,1,0,0,1,15.2,15.2,2017,12
10,Davante Adams,GB,1,9,5,82,1,0,0,0,14.2,14.2,2017,12
11,Sammy Watkins,LAR,1,9,4,82,1,0,0,0,14.2,14.2,2017,12
12,DeAndre Hopkins,HOU,1,10,7,125,0,0,0,0,12.5,12.5,2017,12
13,Randall Cobb,GB,1,4,4,58,1,0,0,0,11.8,11.8,2017,12
14,Tyrell Williams,LAC,1,3,2,58,1,0,0,0,11.8,11.8,2017,12
15,Cooper Kupp,LAR,1,11,8,116,0,0,0,0,11.6,11.6,2017,12
16,Jaron Brown,ARI,1,1,1,52,1,0,0,0,11.2,11.2,2017,12
17,Alshon Jeffery,PHI,1,9,5,52,1,0,0,0,11.2,11.2,2017,12
18,Devin Funchess,CAR,1,12,7,108,0,0,0,0,10.8,10.8,2017,12
19,Cody Latimer,DEN,1,4,3,48,1,0,0,0,10.8,10.8,2017,12
20,Martavis Bryant,PIT,1,6,4,40,1,1,1,0,10.1,10.1,2017,12
21,Josh Reynolds,LAR,1,6,4,37,1,0,0,0,9.7,9.7,2017,12
22,Albert Wilson,KC,1,7,3,36,1,0,0,0,9.6,9.6,2017,12
23,Bennie Fowler,DEN,1,4,3,33,1,0,0,0,9.3,9.3,2017,12
24,Zay Jones,BUF,1,10,3,33,1,0,0,0,9.3,9.3,2017,12
25,Adam Thielen,MIN,1,11,8,89,0,0,0,0,8.9,8.9,2017,12
26,Josh Doctson,WAS,1,4,2,28,1,0,0,0,8.8,8.8,2017,12
27,Mike Evans,TB,1,12,6,78,0,0,0,0,7.8,7.8,2017,12
28,Marquise Goodwin,SF,1,6,4,78,0,0,0,0,7.8,7.8,2017,12
29,Tyler Boyd,CIN,1,2,2,17,1,0,0,0,7.7,7.7,2017,12
30,Stefon Diggs,MIN,1,7,5,66,0,1,9,0,7.5,7.5,2017,12
31,Louis Murphy,SF,1,4,2,14,1,0,0,0,7.4,7.4,2017,12
32,Cordarrelle Patterson,OAK,1,4,3,72,0,0,0,0,7.2,7.2,2017,12
33,Ted Ginn Jr.,NO,1,11,7,71,0,0,0,0,7.1,7.1,2017,12
34,Jarvis Landry,MIA,1,9,8,70,0,0,0,0,7.0,7.0,2017,12
35,Paul Richardson,SEA,1,7,4,70,0,0,0,0,7.0,7.0,2017,12
36,Amari Cooper,OAK,1,1,1,9,1,0,0,0,6.9,6.9,2017,12
37,A.J. Green,CIN,1,8,5,66,0,0,0,0,6.6,6.6,2017,12
38,Corey Coleman,CLE,1,8,3,64,0,0,0,0,6.4,6.4,2017,12
39,Dontrelle Inman,CHI,1,9,4,64,0,0,0,0,6.4,6.4,2017,12
40,Mohamed Sanu,ATL,1,9,8,64,0,0,0,0,6.4,6.4,2017,12
41,Kenny Golladay,DET,1,4,2,61,0,0,0,0,6.1,6.1,2017,12
42,DeSean Jackson,TB,1,11,8,60,0,0,0,0,6.0,6.0,2017,12
43,Terrance Williams,DAL,1,5,4,54,0,1,6,0,6.0,6.0,2017,12
44,Travis Benjamin,LAC,1,3,3,50,0,1,6,0,5.6,5.6,2017,12
45,Tyreek Hill,KC,1,11,7,41,0,2,13,0,5.4,5.4,2017,12
46,Johnny Holton,OAK,1,2,2,53,0,0,0,0,5.3,5.3,2017,12
47,Kenny Britt,CLE,1,2,2,52,0,0,0,0,5.2,5.2,2017,12
48,Michael Thomas,NO,1,8,5,52,0,0,0,0,5.2,5.2,2017,12
49,Mike Wallace,BAL,1,11,5,48,0,0,0,0,4.8,4.8,2017,12
50,Kenny Stills,MIA,1,6,3,47,0,0,0,0,4.7,4.7,2017,12
1,Tyreek Hill,KC,1,9,6,185,2,0,0,0,30.5,30.5,2017,13
2,Nelson Agholor,PHI,1,12,7,141,1,0,0,0,20.1,20.1,2017,13
3,A.J. Green,CIN,1,16,7,77,2,0,0,0,19.7,19.7,2017,13
4,Keenan Allen,LAC,1,14,10,105,1,0,0,0,16.5,16.5,2017,13
5,Antonio Brown,PIT,1,15,8,101,1,0,0,0,16.1,16.1,2017,13
6,Larry Fitzgerald,ARI,1,10,10,98,1,0,0,0,15.8,15.8,2017,13
7,Kenny Stills,MIA,1,13,5,98,1,0,0,0,15.8,15.8,2017,13
8,Jermaine Kearse,NYJ,1,10,9,157,0,0,0,0,15.7,15.7,2017,13
9,Marqise Lee,JAC,1,10,7,86,1,0,0,0,14.6,14.6,2017,13
10,Ryan Grant,WAS,1,9,5,76,1,0,0,0,13.6,13.6,2017,13
11,Michael Thomas,NO,1,9,5,70,1,0,0,0,13.0,13.0,2017,13
12,Dez Bryant,DAL,1,7,5,61,1,0,0,0,12.1,12.1,2017,13
13,Devin Funchess,CAR,1,7,4,60,1,0,0,0,12.0,12.0,2017,13
14,Mike Wallace,BAL,1,8,5,116,0,0,0,0,11.6,11.6,2017,13
15,Robby Anderson,NYJ,1,12,8,107,0,1,7,0,11.4,11.4,2017,13
16,T.Y. Hilton,IND,1,6,3,51,1,0,0,0,11.1,11.1,2017,13
17,Keelan Cole,JAC,1,3,3,49,1,0,0,0,10.9,10.9,2017,13
18,Marquise Goodwin,SF,1,8,8,99,0,0,0,0,9.9,9.9,2017,13
19,Johnny Holton,OAK,1,7,3,39,1,0,0,0,9.9,9.9,2017,13
20,Cordarrelle Patterson,OAK,1,4,4,97,0,2,1,0,9.8,9.8,2017,13
21,Sammy Watkins,LAR,1,4,3,38,1,0,0,0,9.8,9.8,2017,13
22,Trent Taylor,SF,1,6,6,92,0,0,0,0,9.2,9.2,2017,13
23,Marvin Jones,DET,1,8,4,90,0,0,0,0,9.0,9.0,2017,13
24,Josh Doctson,WAS,1,5,3,26,1,0,0,0,8.6,8.6,2017,13
25,Josh Gordon,CLE,1,11,4,85,0,0,0,0,8.5,8.5,2017,13
26,Doug Baldwin,SEA,1,7,5,84,0,0,0,0,8.4,8.4,2017,13
27,Dontrelle Inman,CHI,1,2,2,21,1,0,0,0,8.1,8.1,2017,13
28,DeAndre Hopkins,HOU,1,14,8,80,0,0,0,0,8.0,8.0,2017,13
29,Dede Westbrook,JAC,1,9,6,78,0,0,0,0,7.8,7.8,2017,13
30,Tyler Lockett,SEA,1,2,2,17,1,0,0,0,7.7,7.7,2017,13
31,Braxton Miller,HOU,1,4,4,71,0,0,0,0,7.1,7.1,2017,13
32,Golden Tate,DET,1,10,8,69,0,0,0,0,6.9,6.9,2017,13
33,Travis Benjamin,LAC,1,6,4,68,0,0,0,0,6.8,6.8,2017,13
34,Cooper Kupp,LAR,1,6,5,68,0,0,0,0,6.8,6.8,2017,13
35,Jamison Crowder,WAS,1,7,5,67,0,0,0,0,6.7,6.7,2017,13
36,Jarvis Landry,MIA,1,6,5,62,0,0,0,0,6.2,6.2,2017,13
37,Alshon Jeffery,PHI,1,6,4,61,0,0,0,0,6.1,6.1,2017,13
38,Sterling Shepard,NYG,1,6,3,56,0,0,0,0,5.6,5.6,2017,13
39,Brandon LaFell,CIN,1,7,4,55,0,0,0,0,5.5,5.5,2017,13
40,Adam Thielen,MIN,1,5,4,51,0,0,0,0,5.1,5.1,2017,13
41,Seth Roberts,OAK,1,6,5,46,0,0,0,0,4.6,4.6,2017,13
42,Kenny Golladay,DET,1,3,2,44,0,0,0,0,4.4,4.4,2017,13
43,Mohamed Sanu,ATL,1,5,3,43,0,0,0,0,4.3,4.3,2017,13
44,Davante Adams,GB,1,6,4,42,0,0,0,0,4.2,4.2,2017,13
45,J.J. Nelson,ARI,1,8,2,42,0,0,0,0,4.2,4.2,2017,13
46,Jeremy Maclin,BAL,1,8,4,41,0,0,0,0,4.1,4.1,2017,13
47,Martavis Bryant,PIT,1,6,4,40,0,0,0,0,4.0,4.0,2017,13
48,Stefon Diggs,MIN,1,5,2,32,0,1,5,0,3.7,3.7,2017,13
49,Donte Moncrief,IND,1,8,5,37,0,0,0,0,3.7,3.7,2017,13
50,Danny Amendola,NE,1,4,2,34,0,0,0,0,3.4,3.4,2017,13
1,DeAndre Hopkins,HOU,1,16,11,149,2,0,0,0,26.9,26.9,2017,14
2,Antonio Brown,PIT,1,18,11,213,0,0,0,0,21.3,21.3,2017,14
3,Davante Adams,GB,1,14,10,84,2,0,0,0,20.4,20.4,2017,14
4,Tyrell Williams,LAC,1,4,4,132,1,0,0,0,19.2,19.2,2017,14
5,Cooper Kupp,LAR,1,7,5,118,1,0,0,0,17.8,17.8,2017,14
6,Michael Thomas,NO,1,14,10,117,1,0,0,0,17.7,17.7,2017,14
7,Jarvis Landry,MIA,1,8,8,46,2,0,0,0,16.6,16.6,2017,14
8,Adam Thielen,MIN,1,13,6,105,1,0,0,0,16.5,16.5,2017,14
9,Tyler Lockett,SEA,1,5,4,90,1,1,10,0,16.0,16.0,2017,14
10,Keelan Cole,JAC,1,3,3,99,1,0,0,0,15.9,15.9,2017,14
11,Demaryius Thomas,DEN,1,12,8,93,1,0,0,0,15.3,15.3,2017,14
12,Golden Tate,DET,1,9,8,85,1,0,0,0,14.5,14.5,2017,14
13,Mohamed Sanu,ATL,1,8,6,83,1,0,0,0,14.3,14.3,2017,14
14,Dede Westbrook,JAC,1,8,5,81,1,0,0,0,14.1,14.1,2017,14
15,Doug Baldwin,SEA,1,6,3,78,1,0,0,0,13.8,13.8,2017,14
16,Dez Bryant,DAL,1,5,3,73,1,0,0,0,13.3,13.3,2017,14
17,Paul Richardson,SEA,1,7,3,72,1,0,0,0,13.2,13.2,2017,14
18,Josh Gordon,CLE,1,6,3,69,1,0,0,0,12.9,12.9,2017,14
19,Corey Coleman,CLE,1,6,5,62,1,0,0,0,12.2,12.2,2017,14
20,Devin Funchess,CAR,1,7,3,59,1,0,0,0,11.9,11.9,2017,14
21,Alshon Jeffery,PHI,1,11,5,52,1,0,0,0,11.2,11.2,2017,14
22,Keenan Allen,LAC,1,8,6,111,0,0,0,0,11.1,11.1,2017,14
23,Chris Moore,BAL,1,3,3,48,1,0,0,0,10.8,10.8,2017,14
24,Kendall Wright,CHI,1,11,10,107,0,0,0,0,10.7,10.7,2017,14
25,Marquise Goodwin,SF,1,12,6,106,0,0,0,0,10.6,10.6,2017,14
26,Jakeem Grant,MIA,1,4,2,42,1,0,0,0,10.2,10.2,2017,14
27,Torrey Smith,PHI,1,11,6,100,0,0,0,0,10.0,10.0,2017,14
28,Kelvin Benjamin,BUF,1,8,3,38,1,0,0,0,9.8,9.8,2017,14
29,Julio Jones,ATL,1,11,5,98,0,0,0,0,9.8,9.8,2017,14
30,Tommylee Lewis,NO,1,2,2,30,1,0,0,0,9.0,9.0,2017,14
31,Brandon LaFell,CIN,1,6,3,24,1,0,0,0,8.4,8.4,2017,14
32,Sammy Watkins,LAR,1,7,3,21,1,0,0,0,8.1,8.1,2017,14
33,Danny Amendola,NE,1,9,6,76,0,0,0,0,7.6,7.6,2017,14
34,Tyreek Hill,KC,1,6,4,75,0,0,0,0,7.5,7.5,2017,14
35,Mike Wallace,BAL,1,5,3,72,0,0,0,0,7.2,7.2,2017,14
36,Albert Wilson,KC,1,7,5,72,0,0,0,0,7.2,7.2,2017,14
37,Chris Godwin,TB,1,6,5,68,0,0,0,0,6.8,6.8,2017,14
38,Marqise Lee,JAC,1,6,5,65,0,0,0,0,6.5,6.5,2017,14
39,Nelson Agholor,PHI,1,11,8,64,0,0,0,0,6.4,6.4,2017,14
40,Stefon Diggs,MIN,1,10,6,64,0,0,0,0,6.4,6.4,2017,14
41,A.J. Green,CIN,1,12,5,64,0,0,0,0,6.4,6.4,2017,14
42,DeSean Jackson,TB,1,7,4,41,0,1,23,0,6.4,6.4,2017,14
43,Marvin Jones,DET,1,4,3,64,0,0,0,0,6.4,6.4,2017,14
44,Michael Crabtree,OAK,1,13,7,60,0,0,0,0,6.0,6.0,2017,14
45,Cole Beasley,DAL,1,5,3,59,0,0,0,0,5.9,5.9,2017,14
46,Eric Decker,TEN,1,5,3,56,0,0,0,0,5.6,5.6,2017,14
47,Josh Bellamy,CHI,1,4,2,52,0,0,0,0,5.2,5.2,2017,14
48,Roger Lewis,NYG,1,11,7,46,0,0,0,0,4.6,4.6,2017,14
49,Larry Fitzgerald,ARI,1,7,5,44,0,0,0,0,4.4,4.4,2017,14
50,Travis Benjamin,LAC,1,4,2,21,0,1,22,0,4.3,4.3,2017,14
1,Keelan Cole,JAC,1,9,7,186,1,0,0,0,24.6,24.6,2017,15
2,Sterling Shepard,NYG,1,16,11,139,1,0,0,0,19.9,19.9,2017,15
3,Tavarres King,NYG,1,3,2,70,2,0,0,0,19.0,19.0,2017,15
4,Jaydon Mickens,JAC,1,5,4,61,2,0,0,0,18.1,18.1,2017,15
5,Michael Crabtree,OAK,1,17,7,39,2,0,0,0,15.9,15.9,2017,15
6,Rishard Matthews,TEN,1,8,6,95,1,0,0,0,15.5,15.5,2017,15
7,Michael Thomas,NO,1,11,9,93,1,0,0,0,15.3,15.3,2017,15
8,Tyreek Hill,KC,1,6,5,88,1,0,0,0,14.8,14.8,2017,15
9,Damiere Byrd,CAR,1,4,3,25,2,0,0,0,14.5,14.5,2017,15
10,Randall Cobb,GB,1,14,7,84,1,0,0,0,14.4,14.4,2017,15
11,DeAndre Hopkins,HOU,1,13,4,80,1,0,0,0,14.0,14.0,2017,15
12,Mike Evans,TB,1,8,5,79,1,0,0,0,13.9,13.9,2017,15
13,Marquise Goodwin,SF,1,13,10,114,0,1,10,0,12.4,12.4,2017,15
14,Brandin Cooks,NE,1,7,4,60,1,0,0,0,12.0,12.0,2017,15
15,Cody Latimer,DEN,1,4,3,60,1,0,0,0,12.0,12.0,2017,15
16,Nelson Agholor,PHI,1,9,7,59,1,0,0,0,11.9,11.9,2017,15
17,Martavis Bryant,PIT,1,6,4,59,1,0,0,0,11.9,11.9,2017,15
18,Davante Adams,GB,1,7,5,57,1,0,0,0,11.7,11.7,2017,15
19,Jamison Crowder,WAS,1,7,5,55,1,0,0,0,11.5,11.5,2017,15
20,JuJu Smith-Schuster,PIT,1,6,6,114,0,0,0,0,11.4,11.4,2017,15
21,Adam Humphries,TB,1,5,5,43,1,1,6,0,10.9,10.9,2017,15
22,Alshon Jeffery,PHI,1,10,4,49,1,0,0,0,10.9,10.9,2017,15
23,Robert Woods,LAR,1,7,6,45,1,0,0,0,10.5,10.5,2017,15
24,Jarvis Landry,MIA,1,13,10,99,0,0,0,0,9.9,9.9,2017,15
25,Stefon Diggs,MIN,1,6,5,30,1,1,7,0,9.7,9.7,2017,15
26,Justin Hardy,ATL,1,4,2,33,1,0,0,0,9.3,9.3,2017,15
27,DeVante Parker,MIA,1,12,6,89,0,0,0,0,8.9,8.9,2017,15
28,Mike Wallace,BAL,1,10,6,89,0,0,0,0,8.9,8.9,2017,15
29,T.J. Jones,DET,1,3,3,26,1,0,0,0,8.6,8.6,2017,15
30,Kendrick Bourne,SF,1,6,4,85,0,0,0,0,8.5,8.5,2017,15
31,Marvin Jones,DET,1,5,3,85,0,0,0,0,8.5,8.5,2017,15
32,Kendall Wright,CHI,1,13,7,81,0,0,0,0,8.1,8.1,2017,15
33,Eli Rogers,PIT,1,2,1,18,1,0,0,0,7.8,7.8,2017,15
34,Roger Lewis,NYG,1,10,4,74,0,0,0,0,7.4,7.4,2017,15
35,Josh Bellamy,CHI,1,7,5,70,0,0,0,0,7.0,7.0,2017,15
36,Demaryius Thomas,DEN,1,8,5,69,0,0,0,0,6.9,6.9,2017,15
37,Emmanuel Sanders,DEN,1,9,7,68,0,0,0,0,6.8,6.8,2017,15
38,Eric Decker,TEN,1,5,5,63,0,0,0,0,6.3,6.3,2017,15
39,Larry Fitzgerald,ARI,1,10,5,60,0,0,0,0,6.0,6.0,2017,15
40,Dez Bryant,DAL,1,4,2,59,0,1,-4,0,5.5,5.5,2017,15
41,Keenan Allen,LAC,1,8,5,54,0,0,0,0,5.4,5.4,2017,15
42,Julio Jones,ATL,1,8,3,54,0,0,0,0,5.4,5.4,2017,15
43,Brandon LaFell,CIN,1,6,2,53,0,0,0,0,5.3,5.3,2017,15
44,J.J. Nelson,ARI,1,3,1,46,0,1,7,0,5.3,5.3,2017,15
45,Seth Roberts,OAK,1,5,3,52,0,0,0,0,5.2,5.2,2017,15
46,Josh Gordon,CLE,1,11,5,47,0,0,0,0,4.7,4.7,2017,15
47,Tavon Austin,LAR,1,0,0,0,0,10,44,0,4.4,4.4,2017,15
48,Will Fuller,HOU,1,5,5,44,0,0,0,0,4.4,4.4,2017,15
49,Markus Wheaton,CHI,1,4,2,42,0,0,0,0,4.2,4.2,2017,15
50,T.Y. Hilton,IND,1,7,5,41,0,0,0,0,4.1,4.1,2017,15
1,Larry Fitzgerald,ARI,1,15,9,119,1,0,0,0,17.9,17.9,2017,16
2,Jakeem Grant,MIA,1,6,4,107,1,1,3,0,17.0,17.0,2017,16
3,Ted Ginn Jr.,NO,1,5,4,76,1,2,14,0,15.0,15.0,2017,16
4,Julio Jones,ATL,1,11,7,149,0,0,0,0,14.9,14.9,2017,16
5,JuJu Smith-Schuster,PIT,1,7,6,75,1,0,0,0,13.5,13.5,2017,16
6,Amari Cooper,OAK,1,4,3,66,1,0,0,0,12.6,12.6,2017,16
7,DeAndre Hopkins,HOU,1,6,4,65,1,0,0,0,12.5,12.5,2017,16
8,Cooper Kupp,LAR,1,6,4,65,1,0,0,0,12.5,12.5,2017,16
9,Stefon Diggs,MIN,1,8,5,60,1,1,3,0,12.3,12.3,2017,16
10,Josh Doctson,WAS,1,13,2,61,1,0,0,0,12.1,12.1,2017,16
11,Keelan Cole,JAC,1,13,6,108,0,0,0,0,10.8,10.8,2017,16
12,Tyreek Hill,KC,1,7,6,109,0,1,-1,0,10.8,10.8,2017,16
13,Jamison Crowder,WAS,1,4,4,47,1,0,0,0,10.7,10.7,2017,16
14,Mike Evans,TB,1,8,6,107,0,0,0,0,10.7,10.7,2017,16
15,T.Y. Hilton,IND,1,12,6,100,0,0,0,0,10.0,10.0,2017,16
16,Chris Godwin,TB,1,6,3,98,0,0,0,0,9.8,9.8,2017,16
17,Jaelen Strong,JAC,1,4,3,38,1,0,0,0,9.8,9.8,2017,16
18,Doug Baldwin,SEA,1,6,4,35,1,0,0,0,9.5,9.5,2017,16
19,Corey Davis,TEN,1,9,6,91,0,0,0,0,9.1,9.1,2017,16
20,Deonte Thompson,BUF,1,5,4,91,0,0,0,0,9.1,9.1,2017,16
21,Michael Campanaro,BAL,1,2,2,21,1,1,9,0,9.0,9.0,2017,16
22,Sammy Watkins,LAR,1,7,3,30,1,0,0,0,9.0,9.0,2017,16
23,John Brown,ARI,1,4,2,28,1,0,0,0,8.8,8.8,2017,16
24,Ryan Grant,WAS,1,6,4,85,0,0,0,0,8.5,8.5,2017,16
25,A.J. Green,CIN,1,10,6,81,0,0,0,0,8.1,8.1,2017,16
26,Trent Taylor,SF,1,4,3,19,1,0,0,0,7.9,7.9,2017,16
27,Bobo Wilson,TB,1,1,1,18,1,0,0,0,7.8,7.8,2017,16
28,Dede Westbrook,JAC,1,7,4,74,0,0,0,0,7.4,7.4,2017,16
29,Eric Decker,TEN,1,10,6,73,0,0,0,0,7.3,7.3,2017,16
30,Kelvin Benjamin,BUF,1,7,5,70,0,0,0,0,7.0,7.0,2017,16
31,Martavis Bryant,PIT,1,4,3,60,0,1,8,0,6.8,6.8,2017,16
32,Michael Thomas,NO,1,5,4,66,0,0,0,0,6.6,6.6,2017,16
33,Justin Hunter,PIT,1,1,1,5,1,0,0,0,6.5,6.5,2017,16
34,Keenan Allen,LAC,1,10,5,63,0,0,0,0,6.3,6.3,2017,16
35,DeVante Parker,MIA,1,10,5,63,0,0,0,0,6.3,6.3,2017,16
36,Mike Wallace,BAL,1,6,4,60,0,0,0,0,6.0,6.0,2017,16
37,Freddie Martino,TB,1,2,2,57,0,0,0,0,5.7,5.7,2017,16
38,Kenny Stills,MIA,1,6,4,54,0,0,0,0,5.4,5.4,2017,16
39,Demaryius Thomas,DEN,1,6,4,52,0,0,0,0,5.2,5.2,2017,16
40,Robby Anderson,NYJ,1,7,5,51,0,0,0,0,5.1,5.1,2017,16
41,Adam Humphries,TB,1,3,3,51,0,0,0,0,5.1,5.1,2017,16
42,Jarvis Landry,MIA,1,7,5,51,0,0,0,0,5.1,5.1,2017,16
43,Marvin Jones,DET,1,5,3,50,0,0,0,0,5.0,5.0,2017,16
44,Tyrell Williams,LAC,1,6,5,50,0,0,0,0,5.0,5.0,2017,16
45,Josh Bellamy,CHI,1,4,3,49,0,0,0,0,4.9,4.9,2017,16
46,Rishard Matthews,TEN,1,4,2,48,0,0,0,0,4.8,4.8,2017,16
47,Brenton Bersin,CAR,1,4,3,45,0,0,0,0,4.5,4.5,2017,16
48,Sterling Shepard,NYG,1,8,5,45,0,0,0,0,4.5,4.5,2017,16
49,Dez Bryant,DAL,1,6,3,44,0,0,0,0,4.4,4.4,2017,16
50,Terrance Williams,DAL,1,4,4,43,0,0,0,0,4.3,4.3,2017,16
1,Keenan Allen,LAC,1,12,9,133,1,0,0,1,25.3,25.3,2017,17
2,Doug Baldwin,SEA,1,5,4,90,2,0,0,0,21.0,21.0,2017,17
3,JuJu Smith-Schuster,PIT,1,10,9,143,1,0,0,0,20.3,20.3,2017,17
4,Rashard Higgins,CLE,1,4,3,68,2,0,0,0,18.8,18.8,2017,17
5,Amari Cooper,OAK,1,6,3,115,1,0,0,0,17.5,17.5,2017,17
6,Chris Godwin,TB,1,12,7,111,1,0,0,0,17.1,17.1,2017,17
7,Golden Tate,DET,1,7,7,104,1,0,0,0,16.4,16.4,2017,17
8,Travis Benjamin,LAC,1,5,4,96,1,2,4,0,16.0,16.0,2017,17
9,Jarvis Landry,MIA,1,10,9,92,1,0,0,0,15.2,15.2,2017,17
10,Tyler Boyd,CIN,1,7,5,91,1,0,0,0,15.1,15.1,2017,17
11,Brandin Cooks,NE,1,11,5,79,1,3,8,0,14.7,14.7,2017,17
12,Albert Wilson,KC,1,11,10,147,0,0,0,0,14.7,14.7,2017,17
13,Marvin Jones,DET,1,5,4,81,1,0,0,0,14.1,14.1,2017,17
14,Kenny Golladay,DET,1,3,2,80,1,0,0,0,14.0,14.0,2017,17
15,Tyrell Williams,LAC,1,4,3,67,1,0,0,0,12.7,12.7,2017,17
16,Stefon Diggs,MIN,1,6,6,65,1,1,-8,0,11.7,11.7,2017,17
17,Demaryius Thomas,DEN,1,8,6,57,1,0,0,0,11.7,11.7,2017,17
18,Josh Gordon,CLE,1,7,4,115,0,0,0,0,11.5,11.5,2017,17
19,Brice Butler,DAL,1,2,2,50,1,0,0,0,11.0,11.0,2017,17
20,Randall Cobb,GB,1,6,4,45,1,1,4,0,10.9,10.9,2017,17
21,Devin Funchess,CAR,1,6,2,48,1,0,0,0,10.8,10.8,2017,17
22,Adam Humphries,TB,1,11,7,102,0,0,0,0,10.2,10.2,2017,17
23,Mike Wallace,BAL,1,13,5,40,1,0,0,0,10.0,10.0,2017,17
24,Marquise Goodwin,SF,1,4,2,28,1,1,10,0,9.8,9.8,2017,17
25,Dontrelle Inman,CHI,1,10,5,94,0,0,0,0,9.4,9.4,2017,17
26,Michael Thomas,NO,1,8,6,94,0,0,0,0,9.4,9.4,2017,17
27,Darrius Heyward-Bey,PIT,1,0,0,0,0,1,29,1,8.9,8.9,2017,17
28,Hunter Sharp,NYG,1,6,3,29,1,0,0,0,8.9,8.9,2017,17
29,Jaron Brown,ARI,1,5,1,25,1,0,0,0,8.5,8.5,2017,17
30,Julio Jones,ATL,1,11,5,80,0,0,0,0,8.0,8.0,2017,17
31,Mike Thomas,LAR,1,4,3,75,0,0,0,0,7.5,7.5,2017,17
32,Aldrick Robinson,SF,1,3,1,12,1,0,0,0,7.2,7.2,2017,17
33,Mohamed Sanu,ATL,1,11,7,71,0,1,0,0,7.1,7.1,2017,17
34,Chris Moore,BAL,1,3,1,6,1,0,0,0,6.6,6.6,2017,17
35,Martavis Bryant,PIT,1,7,6,65,0,0,0,0,6.5,6.5,2017,17
36,Jordan Taylor,DEN,1,8,6,65,0,0,0,0,6.5,6.5,2017,17
37,DeVante Parker,MIA,1,7,6,64,0,0,0,0,6.4,6.4,2017,17
38,Adam Thielen,MIN,1,7,6,61,0,0,0,0,6.1,6.1,2017,17
39,Jermaine Kearse,NYJ,1,7,5,59,0,0,0,0,5.9,5.9,2017,17
40,Trevor Davis,GB,1,3,3,56,0,0,0,0,5.6,5.6,2017,17
41,Bennie Fowler,DEN,1,6,4,56,0,0,0,0,5.6,5.6,2017,17
42,Mike Evans,TB,1,13,5,55,0,0,0,0,5.5,5.5,2017,17
43,Larry Fitzgerald,ARI,1,13,8,55,0,0,0,0,5.5,5.5,2017,17
44,Chris Thompson,HOU,1,3,3,54,0,0,0,0,5.4,5.4,2017,17
45,Seth Roberts,OAK,1,6,5,48,0,0,0,0,4.8,4.8,2017,17
46,ArDarius Stewart,NYJ,1,2,1,46,0,0,0,0,4.6,4.6,2017,17
47,Danny Amendola,NE,1,7,4,43,0,0,0,0,4.3,4.3,2017,17
