,name,injury,status,position,season,week
24,"Harris, Clark",groin,Questionable,TE,2016,15
25,"Uzomah, C.J.",calf,Questionable,TE,2016,15
26,"Lasco, Daniel",hamstring,Questionable,RB,2016,15
27,"Gresham, Jermaine",knee,Questionable,TE,2016,15
28,"Allen, Dwayne",hip,Questionable,TE,2016,15
29,"Green, Virgil",calf,Day-to-Day,TE,2016,15
30,"Gordon, Melvin","hip, knee",Out,RB,2016,15
31,"Martin, Doug",hamstring,Day-to-Day,RB,2016,15
32,"Stocker, Luke",ankle,Questionable,TE,2016,15
33,"Stewart, Jonathan",hamstring,Day-to-Day,RB,2016,15
34,"Brown, Mack",concussion,Questionable,RB,2016,15
35,"Reed, Jordan","shoulder, illness",Questionable,TE,2016,15
0,"Foster, Arian",groin,Day-to-Day,RB,2016,16
1,"Clay, Charles",knee,Questionable,TE,2016,16
2,"Felton, Jerome",foot,Questionable,RB,2016,16
3,"Hooper, Austin",knee,Out,TE,2016,16
4,"Stewart, Jonathan",hamstring,Day-to-Day,RB,2016,16
5,"Reed, Jordan",shoulder,Questionable,TE,2016,16
6,"Carey, Ka'Deem",shoulder,Questionable,RB,2016,16
7,"Gordon, Melvin","hip, knee",Out,RB,2016,16
8,"Telfer, Randall","ankle, knee, thumb",Questionable,TE,2016,16
9,"Line, Zach",concussion,Out,RB,2016,16
10,"Peterson, Adrian","knee, groin",Out,RB,2016,16
11,"Bennett, Martellus","ankle, shoulder",Questionable,TE,2016,16
12,"Starks, James",concussion,Out,RB,2016,16
13,"Robinson, Denard",ankle,Out,RB,2016,16
14,"Sterling, Neal",concussion,Out,TE,2016,16
15,"Forte, Matt","knee, shoulder",Doubtful,RB,2016,16
16,"Robinson, Khiry",lower leg,Questionable,RB,2016,16
17,"Martin, Doug",hamstring,Day-to-Day,RB,2016,16
18,"Kuhn, John",hip,Questionable,RB,2016,16
19,"Prosise, C.J.",shoulder,Out,RB,2016,16
20,"Rawls, Thomas",Leg contusion,Day-to-Day,RB,2016,16
21,"Eifert, Tyler",back,Out,TE,2016,16
22,"Hill, Jeremy",knee,Questionable,RB,2016,16
23,"Kroft, Tyler","knee, ankle",Out,TE,2016,16
24,"Miller, Lamar",ankle,Questionable,RB,2016,16
25,"Green, Ladarius",concussion,Doubtful,TE,2016,16
26,"Derby, A.J.",concussion,Out,TE,2016,16
27,"Green, Virgil",concussion,Out,TE,2016,16
28,"Abdullah, Ameer",foot,Day-to-Day,RB,2016,16
29,"Riddick, Theo",wrist,Doubtful,RB,2016,16
30,"Washington, Dwayne",ankle,Day-to-Day,RB,2016,16
0,"Hill, Jeremy",knee,Questionable,RB,2016,17
1,"Kroft, Tyler","knee, ankle",Doubtful,TE,2016,17
2,"Olsen, Greg",elbow,Questionable,TE,2016,17
3,"Stewart, Jonathan",foot,Questionable,RB,2016,17
4,"Martin, Doug",hamstring,Day-to-Day,RB,2016,17
5,"Miller, Lamar",ankle,Out,RB,2016,17
6,"Prosch, Jay","ankle, knee",Out,RB,2016,17
7,"Ivory, Chris",hamstring,Questionable,RB,2016,17
8,"Sterling, Neal",concussion,Questionable,TE,2016,17
9,"Ajayi, Jay",shoulder,Questionable,RB,2016,17
10,"Foster, Arian",groin,Day-to-Day,RB,2016,17
11,"Peterson, Adrian","knee, groin",Out,RB,2016,17
12,"Clay, Charles",knee,Questionable,TE,2016,17
13,"Forte, Matt",knee,Out,RB,2016,17
14,"Seferian-Jenkins, Austin",hamstring,Out,TE,2016,17
15,"Wilds, Brandon",hamstring,Questionable,RB,2016,17
16,"Johnson Jr., Duke",ankle,Questionable,RB,2016,17
17,"Green, Ladarius",concussion,Out,TE,2016,17
18,"Grimble, Xavier",ribs,Questionable,TE,2016,17
19,"Hooper, Austin",knee,Out,TE,2016,17
20,"Adams, Jerell",shoulder,Questionable,TE,2016,17
21,"Kelley, Rob",knee,Questionable,RB,2016,17
22,"Reed, Jordan",shoulder,Questionable,TE,2016,17
23,"Richard, Jalen",shoulder,Questionable,RB,2016,17
24,"Derby, A.J.",concussion,Out,TE,2016,17
25,"Green, Virgil",calf,Day-to-Day,TE,2016,17
26,"Ware, Spencer",ribs,Questionable,RB,2016,17
27,"Gordon, Melvin","hip, knee",Out,RB,2016,17
28,"Prosise, C.J.",shoulder,Out,RB,2016,17
29,"Rawls, Thomas",Leg contusion,Day-to-Day,RB,2016,17
30,"Bennett, Martellus","ankle, shoulder",Questionable,TE,2016,17
31,"Starks, James",concussion,Out,RB,2016,17
32,"Abdullah, Ameer",foot,Day-to-Day,RB,2016,17
33,"Riddick, Theo",wrist,Out,RB,2016,17
34,"Washington, Dwayne",ankle,Day-to-Day,RB,2016,17
0,"Leggett, Jordan",knee,Out,TE,2017,1
1,"Rawls, Thomas",ankle,Questionable,RB,2017,1
2,"Ward, Terron",hamstring,Questionable,RB,2017,1
3,"Hill, Brian",ankle,Out,RB,2017,1
4,"Uzomah, C.J.",ankle,Out,TE,2017,1
5,"Yeldon, T.J.",hamstring,Questionable,RB,2017,1
6,"Blue, Alfred",ankle,Out,RB,2017,1
7,"Kittle, George",hamstring,Doubtful,TE,2017,1
8,"Olawale, Jamize",quad,Out,RB,2017,1
9,"McGrath, Sean",knee,Questionable,TE,2017,1
10,"Booker, Devontae",wrist,Out,RB,2017,1
0,"Anderson, Stephen",concussion,Out,TE,2017,2
1,"Blue, Alfred",ankle,Out,RB,2017,2
2,"Griffin, Ryan",concussion,Out,TE,2017,2
3,"Uzomah, C.J.",ankle,Questionable,TE,2017,2
4,"Gresham, Jermaine",ribs,Questionable,TE,2017,2
5,"Niklas, Troy",hip,Questionable,TE,2017,2
6,"McDonald, Vance",back,Questionable,TE,2017,2
7,"Cunningham, Benny",ankle,Doubtful,RB,2017,2
8,"Howard, Jordan",shoulder,Questionable,RB,2017,2
9,"Leggett, Jordan",knee,Out,TE,2017,2
10,"Tomlinson, Eric",elbow,Out,TE,2017,2
11,"McGrath, Sean",knee,Questionable,TE,2017,2
12,"Olawale, Jamize",quad,Questionable,RB,2017,2
13,"Booker, Devontae",wrist,Out,RB,2017,2
0,"Brown, Malcolm",hamstring,Questionable,RB,2017,3
1,"Everett, Gerald",thigh,Questionable,TE,2017,3
2,"Kittle, George",hip,Questionable,TE,2017,3
3,"West, Terrance",calf,Questionable,RB,2017,3
4,"Williams, Maxx",ankle,Out,TE,2017,3
5,"Ward, Terron","neck, shoulder",Out,RB,2017,3
6,"Washington, Dwayne",quad,Out,RB,2017,3
7,"Mack, Marlon",shoulder,Out,RB,2017,3
8,"Williams, Brandon",calf,Questionable,TE,2017,3
9,"Blue, Alfred",ankle,Questionable,RB,2017,3
10,"Burkhead, Rex",ribs,Out,RB,2017,3
11,"Gronkowski, Rob",groin,Questionable,TE,2017,3
12,"Tye, Will",illness,Questionable,TE,2017,3
13,"Leggett, Jordan",knee,Doubtful,TE,2017,3
14,"Tomlinson, Eric",elbow,Out,TE,2017,3
15,"Ajayi, Jay",knee,Questionable,RB,2017,3
16,"Murray, DeMarco",hamstring,Questionable,RB,2017,3
17,"Eifert, Tyler",back,Out,TE,2017,3
18,"Graham, Jimmy",ankle,Questionable,TE,2017,3
19,"Williams, Damien",rib,Questionable,RB,2017,3
20,"Gordon, Melvin",knee,Questionable,RB,2017,3
21,"Kelley, Rob",rib,Questionable,RB,2017,3
22,"Reed, Jordan","rib, sternum",Questionable,TE,2017,3
23,"Gresham, Jermaine",ribs,Questionable,TE,2017,3
0,"Watson, Benjamin",calf,Questionable,TE,2017,4
1,"Ward, Terron","neck, shoulder",Out,RB,2017,4
2,"Williams, Maxx",ankle,Out,TE,2017,4
3,"Eifert, Tyler",back,Out,TE,2017,4
4,"Hyde, Carlos",hip,Questionable,RB,2017,4
5,"Telfer, Randall",knee,Questionable,TE,2017,4
6,"Washington, Dwayne",quad,Out,RB,2017,4
7,"Burkhead, Rex",ribs,Doubtful,RB,2017,4
8,"Hollister, Jacob",hamstring,Questionable,TE,2017,4
9,"Forte, Matt","knee, toe",Out,RB,2017,4
10,"Leggett, Jordan",knee,Out,TE,2017,4
11,"Juszczyk, Kyle",concussion,Questionable,RB,2017,4
12,"Ajayi, Jay",knee,Questionable,RB,2017,4
13,"Gordon, Melvin",knee,Questionable,RB,2017,4
14,"McGrath, Sean",foot,Questionable,TE,2017,4
15,"Darkwa, Orleans",back,Questionable,RB,2017,4
16,"Mack, Marlon",shoulder,Out,RB,2017,4
17,"Prosise, C.J.",ankle,Doubtful,RB,2017,4
18,"Kelley, Rob",rib,Questionable,RB,2017,4
19,"Reed, Jordan","rib, sternum",Questionable,TE,2017,4
0,"Burkhead, Rex",ribs,Out,RB,2017,5
1,"Gronkowski, Rob",thigh,Questionable,TE,2017,5
2,"Eifert, Tyler",back,Out,TE,2017,5
3,"Hewitt, Ryan",knee,Out,TE,2017,5
4,"Forte, Matt","knee, toe",Out,RB,2017,5
5,"Washington, Dwayne",quadriceps,Out,RB,2017,5
6,"Doyle, Jack","concussion, neck",Out,TE,2017,5
7,"Jones, Matt",knee,Doubtful,RB,2017,5
8,"McGrath, Sean",foot,Questionable,TE,2017,5
9,"Oliver, Branden",hamstring,Out,RB,2017,5
10,"Perkins, Paul",ribs,Out,RB,2017,5
11,"Smallwood, Wendell",knee,Questionable,RB,2017,5
12,"Prosise, C.J.",ankle,Doubtful,RB,2017,5
13,"Williams, Maxx",ankle,Out,TE,2017,5
14,"Washington, DeAndre",hamstring,Questionable,RB,2017,5
15,"Montgomery, Ty",ribs,Doubtful,RB,2017,5
0,"Smallwood, Wendell",knee,Questionable,RB,2017,6
1,"West, Terrance",calf,Out,RB,2017,6
2,"Williams, Maxx",ankle,Questionable,TE,2017,6
3,"Todman, Jordan",calf,Out,RB,2017,6
4,"Montgomery, Ty",ribs,Questionable,RB,2017,6
5,"Washington, Dwayne",quadriceps,Questionable,RB,2017,6
6,"Burkhead, Rex",ribs,Questionable,RB,2017,6
7,"Powell, Bilal",calf,Questionable,RB,2017,6
8,"Juszczyk, Kyle",back,Out,RB,2017,6
9,"Kelley, Rob",ankle,Doubtful,RB,2017,6
10,"Oliver, Branden",hamstring,Questionable,RB,2017,6
11,"Washington, DeAndre",hamstring,Questionable,RB,2017,6
12,"Perkins, Paul",ribs,Out,RB,2017,6
0,"West, Charcandrick",concussion,Out,RB,2017,7
1,"Clay, Charles",knee,Out,TE,2017,7
2,"Whittaker, Fozzy",ankle,Out,RB,2017,7
3,"Cunningham, Benny",hamstring,Questionable,RB,2017,7
4,"Murray, DeMarco",hamstring,Questionable,RB,2017,7
5,"Walker, Delanie",calf,Questionable,TE,2017,7
6,"Watson, Benjamin",knee,Questionable,TE,2017,7
7,"Fournette, Leonard",ankle,Questionable,RB,2017,7
8,"Daniels, Darrell",knee,Questionable,TE,2017,7
9,"Leggett, Jordan",knee,Out,TE,2017,7
10,"West, Terrance",calf,Out,RB,2017,7
11,"Williams, Maxx",ankle,Out,TE,2017,7
12,"Juszczyk, Kyle",back,Out,RB,2017,7
13,"Hewitt, Ryan",knee,Out,TE,2017,7
14,"Gordon, Melvin",shoulder,Questionable,RB,2017,7
15,"Prosise, C.J.",ankle,Questionable,RB,2017,7
16,"Perkins, Paul",ribs,Out,RB,2017,7
17,"Hollister, Jacob",chest,Questionable,TE,2017,7
18,"Kelley, Rob",ankle,Questionable,RB,2017,7
19,"Smallwood, Wendell",knee,Questionable,RB,2017,7
0,"West, Terrance",calf,Out,RB,2017,8
1,"Williams, Maxx",ankle,Out,TE,2017,8
2,"Clay, Charles",knee,Out,TE,2017,8
3,"Hewitt, Ryan",knee,Out,TE,2017,8
4,"Gordon, Melvin",foot,Questionable,RB,2017,8
5,"Cunningham, Benny",hamstring,Questionable,RB,2017,8
6,"Leggett, Jordan",knee,Out,TE,2017,8
7,"Armah, Alex",hamstring,Questionable,RB,2017,8
8,"Whittaker, Fozzy",ankle,Out,RB,2017,8
9,"Dickson, Ed",ankle,Questionable,TE,2017,8
10,"Prosise, C.J.",ankle,Doubtful,RB,2017,8
11,"McDonald, Vance",knee,Out,TE,2017,8
0,"Clay, Charles",knee,Out,TE,2017,9
1,"Thomas, Lawrence",concussion,Out,RB,2017,9
2,"Whittaker, Fozzy",ankle,Questionable,RB,2017,9
3,"Paul, Niles",concussion,Out,TE,2017,9
4,"Ertz, Zach",hamstring,Questionable,TE,2017,9
5,"Jones, Matt",ankle,Out,RB,2017,9
6,"Ellington, Andre",quadriceps,Questionable,RB,2017,9
7,"Boyle, Nick",toe,Questionable,TE,2017,9
8,"Mayle, Vince",concussion,Questionable,TE,2017,9
9,"West, Terrance",calf,Out,RB,2017,9
10,"Williams, Maxx",ankle,Questionable,TE,2017,9
11,"Walker, Delanie",ankle,Questionable,TE,2017,9
12,"Kelley, Rob",ankle,Questionable,RB,2017,9
13,"Reed, Jordan",hamstring,Out,TE,2017,9
14,"Prosise, C.J.",ankle,Questionable,RB,2017,9
15,"Olawale, Jamize",hamstring,Questionable,RB,2017,9
0,"Lacy, Eddie",groin,Out,RB,2017,10
1,"Clay, Charles",knee,Questionable,TE,2017,10
2,"Sims, Dion",illness,Questionable,TE,2017,10
3,"Paul, Niles",concussion,Questionable,TE,2017,10
4,"Forte, Matt",knee,Out,RB,2017,10
5,"Walker, Delanie",ankle,Questionable,TE,2017,10
6,"Reed, Jordan",hamstring,Questionable,TE,2017,10
7,"Brown, Malcolm",knee,Out,RB,2017,10
8,"Swaim, Geoff",knee,Questionable,TE,2017,10
9,"Kittle, George",ankle,Out,TE,2017,10
10,"Bennett, Martellus",shoulder,Questionable,TE,2017,10
11,"Hill, Jeremy",ankle,Out,RB,2017,10
0,"McDonald, Vance",ankle,Questionable,TE,2017,11
1,"Washington, Dwayne",hip,Out,RB,2017,11
2,"Sims, Dion",illness,Questionable,TE,2017,11
3,"Fournette, Leonard",ankle,Questionable,RB,2017,11
4,"Paul, Niles",concussion,Questionable,TE,2017,11
5,"Boyle, Nick",toe,Questionable,TE,2017,11
6,"West, Terrance",calf,Questionable,RB,2017,11
7,"Jones, Aaron",knee,Out,RB,2017,11
8,"Montgomery, Ty",ribs,Out,RB,2017,11
9,"Blue, Alfred",hamstring,Questionable,RB,2017,11
10,"Brown, Malcolm",knee,Out,RB,2017,11
11,"Reed, Jordan",hamstring,Out,TE,2017,11
12,"Derby, A.J.",shoulder,Out,TE,2017,11
13,"Perry, Senorise",knee,Questionable,RB,2017,11
14,"Clay, Charles",knee,Questionable,TE,2017,11
15,"Tolbert, Mike",hamstring,Out,RB,2017,11
16,"Heuerman, Jeff",knee,Out,TE,2017,11
17,"Bennett, Martellus","shoulder, hamstring",Questionable,TE,2017,11
18,"Hill, Jeremy",ankle,Out,RB,2017,11
19,"Carrier, Derek",hamstring,Questionable,TE,2017,11
20,"Olawale, Jamize",hamstring,Questionable,RB,2017,11
21,"Swaim, Geoff",knee,Questionable,TE,2017,11
22,"Freeman, Devonta",concussion,Out,RB,2017,11
0,"Washington, Dwayne",hip,Out,RB,2017,12
1,"Perine, Samaje",finger,Questionable,RB,2017,12
2,"Reed, Jordan",hamstring,Out,TE,2017,12
3,"Freeman, Devonta",concussion,Out,RB,2017,12
4,"Daniels, Darrell",hamstring,Out,TE,2017,12
5,"Clay, Charles",knee,Questionable,TE,2017,12
6,"Tolbert, Mike",hamstring,Out,RB,2017,12
7,"Bennett, Martellus","shoulder, hamstring",Doubtful,TE,2017,12
8,"Hill, Jeremy",ankle,Out,RB,2017,12
9,"Forte, Matt",knee,Questionable,RB,2017,12
10,"Burton, Trey",back,Questionable,TE,2017,12
11,"Sims, Dion",illness,Questionable,TE,2017,12
12,"Davis, Mike",groin,Doubtful,RB,2017,12
13,"Mostert, Raheem",shoulder,Questionable,RB,2017,12
14,"Brown, Malcolm",knee,Out,RB,2017,12
15,"Dunbar, Lance",knee,Questionable,RB,2017,12
16,"Penny, Elijhaa",knee,Questionable,RB,2017,12
17,"Heuerman, Jeff",knee,Questionable,TE,2017,12
18,"Graham, Jimmy",ankle,Questionable,TE,2017,12
19,"Jones, Aaron",knee,Out,RB,2017,12
20,"Mays, Devante",ankle,Questionable,RB,2017,12
21,"Montgomery, Ty",ribs,Doubtful,RB,2017,12
22,"McDonald, Vance",ankle,Out,TE,2017,12
23,"West, Terrance",calf,Questionable,RB,2017,12
0,"Reed, Jordan",hamstring,Out,TE,2017,13
1,"Abdullah, Ameer",neck,Questionable,RB,2017,13
2,"Collins, Alex",calf,Questionable,RB,2017,13
3,"Hill, Jeremy",ankle,Out,RB,2017,13
4,"Niklas, Troy","back, knee",Questionable,TE,2017,13
5,"Clay, Charles",knee,Questionable,TE,2017,13
6,"DiMarco, Patrick",ankle,Questionable,RB,2017,13
7,"O'Leary, Nick",back,Questionable,TE,2017,13
8,"Tolbert, Mike",hamstring,Out,RB,2017,13
9,"Brate, Cameron",hip,Questionable,TE,2017,13
10,"Graham, Jimmy",ankle,Questionable,TE,2017,13
11,"Jones, Aaron",knee,Questionable,RB,2017,13
12,"Daniels, Darrell",hamstring,Out,TE,2017,13
13,"Heuerman, Jeff",knee,Questionable,TE,2017,13
14,"Perry, Senorise",concussion,Questionable,RB,2017,13
15,"West, Charcandrick",not injury related,Out,RB,2017,13
16,"Williams, Damien",shoulder,Out,RB,2017,13
17,"Forte, Matt",knee,Questionable,RB,2017,13
18,"McCaffrey, Christian",shoulder,Questionable,RB,2017,13
19,"Olsen, Greg",foot,Questionable,TE,2017,13
20,"Brown, Malcolm",knee,Questionable,RB,2017,13
21,"Dunbar, Lance",knee,Questionable,RB,2017,13
22,"Peterson, Adrian",neck,Questionable,RB,2017,13
23,"Martin, Doug",concussion,Out,RB,2017,13
24,"McDonald, Vance",ankle,Out,TE,2017,13
0,"Ingram, Mark",toe,Questionable,RB,2017,14
1,"Saubert, Eric",back,Out,TE,2017,14
2,"Daniels, Darrell",hamstring,Out,TE,2017,14
3,"Morgan, David",concussion,Out,TE,2017,14
4,"Olsen, Greg",foot,Questionable,TE,2017,14
5,"Mixon, Joe",concussion,Out,RB,2017,14
6,"DeValve, Seth",hip,Questionable,TE,2017,14
7,"Blue, Alfred",concussion,Out,RB,2017,14
8,"Abdullah, Ameer",neck,Questionable,RB,2017,14
9,"Olawale, Jamize",ankle,Questionable,RB,2017,14
10,"Darkwa, Orleans",illness,Questionable,RB,2017,14
11,"Peterson, Adrian",neck,Out,RB,2017,14
12,"Forte, Matt",knee,Questionable,RB,2017,14
13,"Reed, Jordan",hamstring,Out,TE,2017,14
14,"Ertz, Zach",concussion,Questionable,TE,2017,14
15,"Gillislee, Mike",illness,Questionable,RB,2017,14
16,"Hill, Jeremy",ankle,Out,RB,2017,14
0,"Daniels, Darrell",hamstring,Out,TE,2017,15
1,"Shaheen, Adam",chest,Questionable,TE,2017,15
2,"Pruitt, MyCole",calf,Questionable,TE,2017,15
3,"Fournette, Leonard",quadriceps,Questionable,RB,2017,15
4,"Mixon, Joe",concussion,Questionable,RB,2017,15
5,"Rudolph, Kyle",ankle,Doubtful,TE,2017,15
6,"Forte, Matt",knee,Questionable,RB,2017,15
7,"Walford, Clive","concussion, neck",Out,TE,2017,15
8,"Gresham, Jermaine",illness,Questionable,TE,2017,15
9,"Hill, Jeremy",ankle,Out,RB,2017,15
10,"McDonald, Vance",shoulder,Out,TE,2017,15
11,"Supernaw, Phillip",ankle,Questionable,TE,2017,15
12,"Hanna, James",knee,Questionable,TE,2017,15
13,"Coleman, Tevin",concussion,Out,RB,2017,15
0,"Vander Laan, Jason",concussion,Out,TE,2017,16
1,"Rudolph, Kyle",ankle,Questionable,TE,2017,16
2,"Brate, Cameron","hip, knee",Questionable,TE,2017,16
3,"Shaheen, Adam",chest,Questionable,TE,2017,16
4,"Williams, Damien",shoulder,Doubtful,RB,2017,16
5,"Williams, Kerwynn","quadriceps, ribs",Questionable,RB,2017,16
6,"O'Leary, Nick",back,Questionable,TE,2017,16
7,"Bolden, Brandon",groin,Questionable,RB,2017,16
8,"Burkhead, Rex",knee,Out,RB,2017,16
9,"Hill, Jeremy",ankle,Out,RB,2017,16
10,"Niklas, Troy",ankle,Out,TE,2017,16
11,"White, James",ankle,Questionable,RB,2017,16
12,"Griffin, Garrett",foot,Out,TE,2017,16
13,"Hoomanawanui, Michael",concussion,Out,TE,2017,16
14,"Ekeler, Austin",hand,Questionable,RB,2017,16
15,"Forte, Matt",knee,Questionable,RB,2017,16
16,"McGuire, Elijah",illness,Questionable,RB,2017,16
17,"Murray, DeMarco",Knee Surgery,Questionable,RB,2017,16
18,"Perine, Samaje",groin,Questionable,RB,2017,16
19,"Celek, Garrett","knee, rib",Questionable,TE,2017,16
20,"Engram, Evan",Ribs,Day-to-Day,TE,2017,16
21,"Vannett, Nick",shoulder,Questionable,TE,2017,16
0,"Jones, Aaron",knee,Out,RB,2017,17
1,"Toilolo, Levine",knee,Out,TE,2017,17
2,"Willson, Luke",ankle,Questionable,TE,2017,17
3,"Todman, Jordan",shoulder,Out,RB,2017,17
4,"Vander Laan, Jason",concussion,Out,TE,2017,17
5,"Shaheen, Adam",chest,Questionable,TE,2017,17
6,"Burkhead, Rex",knee,Out,RB,2017,17
7,"Gillislee, Mike",knee,Out,RB,2017,17
8,"Hill, Jeremy",ankle,Out,RB,2017,17
9,"Niklas, Troy",ankle,Questionable,TE,2017,17
10,"White, James",ankle,Questionable,RB,2017,17
11,"Engram, Evan",rib,Out,TE,2017,17
12,"Smith, Rod",back,Questionable,RB,2017,17
13,"Rodgers, Richard",shoulder,Out,TE,2017,17
14,"Dayes, Matthew",knee,Questionable,RB,2017,17
15,"Vitale, Danny",groin,Out,RB,2017,17
16,"Mixon, Joe",ankle,Questionable,RB,2017,17
17,"Gray, MarQueis",hip,Questionable,TE,2017,17
18,"Hoomanawanui, Michael",concussion,Out,TE,2017,17
19,"Brate, Cameron","hip, knee",Questionable,TE,2017,17
20,"Seferian-Jenkins, Austin","ribs, foot",Doubtful,TE,2017,17
21,"Murray, DeMarco",knee,Out,RB,2017,17
22,"Hunt, Akeem",shoulder,Questionable,RB,2017,17
23,"West, Charcandrick",illness,Questionable,RB,2017,17
24,"Williams, Damien",shoulder,Doubtful,RB,2017,17
25,"Williams, Kerwynn","quadriceps, ribs",Questionable,RB,2017,17
26,"Gordon, Melvin",ankle,Questionable,RB,2017,17
27,"Penny, Elijhaa","hand, groin",Questionable,RB,2017,17
28,"Vannett, Nick",back,Questionable,TE,2017,17
