,name,team,g,rush_att,rush_yd,rush_td,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week
19,Tarik Cohen,CHI,1,12,78,0,4,4,24,0,10.2,10.2,2017,3
20,Alvin Kamara,NO,1,2,37,1,5,3,5,0,10.2,10.2,2017,3
21,Joe Mixon,CIN,1,18,62,0,3,3,39,0,10.1,10.1,2017,3
22,Giovani Bernard,CIN,1,3,27,0,2,2,12,1,9.9,9.9,2017,3
23,Bilal Powell,NYJ,1,15,37,1,0,0,0,0,9.7,9.7,2017,3
24,Corey Grant,JAC,1,6,75,0,1,1,18,0,9.3,9.3,2017,3
25,D'Onta Foreman,HOU,1,8,25,0,3,2,65,0,9.0,9.0,2017,3
26,Tevin Coleman,ATL,1,6,46,0,5,3,43,0,8.9,8.9,2017,3
27,Ameer Abdullah,DET,1,14,47,0,3,3,39,0,8.6,8.6,2017,3
28,Mark Ingram,NO,1,14,56,0,4,2,30,0,8.6,8.6,2017,3
29,Corey Clement,PHI,1,6,22,1,0,0,0,0,8.2,8.2,2017,3
30,Alex Collins,BAL,1,9,82,0,0,0,0,0,8.2,8.2,2017,3
31,Andre Ellington,ARI,1,5,22,0,8,5,59,0,8.1,8.1,2017,3
32,Wendell Smallwood,PHI,1,12,71,0,2,1,9,0,8.0,8.0,2017,3
33,C.J. Prosise,SEA,1,4,9,0,5,3,65,0,7.4,7.4,2017,3
34,LeSean McCoy,BUF,1,14,21,0,7,7,48,0,6.9,6.9,2017,3
35,Derrick Henry,TEN,1,13,54,0,1,1,10,0,6.4,6.4,2017,3
36,Lamar Miller,HOU,1,14,56,0,1,1,7,0,6.3,6.3,2017,3
37,Jonathan Stewart,CAR,1,12,57,0,2,1,4,0,6.1,6.1,2017,3
38,Samaje Perine,WAS,1,19,49,0,1,1,6,0,5.5,5.5,2017,3
39,Isaiah Crowell,CLE,1,12,44,0,3,2,10,0,5.4,5.4,2017,3
40,Ty Montgomery,GB,1,12,35,0,12,8,15,0,5.0,5.0,2017,3
41,C.J. Anderson,DEN,1,8,36,0,2,2,7,0,4.3,4.3,2017,3
42,Chris Ivory,JAC,1,6,17,0,2,2,25,0,4.2,4.2,2017,3
43,Mike Tolbert,BUF,1,11,41,0,1,0,0,0,4.1,4.1,2017,3
44,Theo Riddick,DET,1,0,0,0,9,4,38,0,3.8,3.8,2017,3
45,Adrian Peterson,NO,1,9,33,0,2,2,4,0,3.7,3.7,2017,3
46,Kyle Juszczyk,SF,1,0,0,0,1,1,34,0,3.4,3.4,2017,3
47,Elijah McGuire,NYJ,1,7,34,0,0,0,0,0,3.4,3.4,2017,3
48,Branden Oliver,LAC,1,8,16,0,6,4,18,0,3.4,3.4,2017,3
49,Orleans Darkwa,NYG,1,7,22,0,1,1,11,0,3.3,3.3,2017,3
50,Mike Gillislee,NE,1,12,31,0,0,0,0,0,3.1,3.1,2017,3
1,Le'Veon Bell,PIT,1,35,144,2,6,4,42,0,30.6,30.6,2017,4
2,Todd Gurley,LAR,1,23,121,0,8,7,94,1,27.5,27.5,2017,4
3,Ezekiel Elliott,DAL,1,21,85,1,5,4,54,1,25.9,25.9,2017,4
4,Lamar Miller,HOU,1,19,75,1,5,4,56,1,25.1,25.1,2017,4
5,Bilal Powell,NYJ,1,21,163,1,5,4,27,0,25.0,25.0,2017,4
6,Leonard Fournette,JAC,1,24,86,0,5,4,59,1,20.5,20.5,2017,4
7,Elijah McGuire,NYJ,1,10,93,1,2,2,38,0,19.1,19.1,2017,4
8,J.D. McKissic,SEA,1,4,38,1,1,1,27,1,18.5,18.5,2017,4
9,Ameer Abdullah,DET,1,20,94,1,4,3,15,0,16.9,16.9,2017,4
10,LeGarrette Blount,PHI,1,16,136,0,1,1,20,0,15.6,15.6,2017,4
11,Alvin Kamara,NO,1,5,25,0,10,10,71,1,15.6,15.6,2017,4
12,Tevin Coleman,ATL,1,9,79,0,6,4,65,0,14.4,14.4,2017,4
13,Giovani Bernard,CIN,1,3,12,0,4,3,67,1,13.9,13.9,2017,4
14,Wendell Smallwood,PHI,1,10,34,1,6,4,45,0,13.9,13.9,2017,4
15,Devonta Freeman,ATL,1,18,58,1,2,2,20,0,13.8,13.8,2017,4
16,Dalvin Cook,MIN,1,13,66,1,3,1,8,0,13.4,13.4,2017,4
17,Jordan Howard,CHI,1,18,53,1,4,2,10,0,12.3,12.3,2017,4
18,Kareem Hunt,KC,1,21,101,0,4,4,20,0,12.1,12.1,2017,4
19,Duke Johnson,CLE,1,4,13,1,10,9,47,0,12.0,12.0,2017,4
20,Austin Ekeler,LAC,1,1,35,1,2,2,23,0,11.8,11.8,2017,4
21,C.J. Anderson,DEN,1,20,95,0,4,4,17,0,11.2,11.2,2017,4
22,Wayne Gallman,NYG,1,11,42,0,2,2,8,1,11.0,11.0,2017,4
23,Aaron Jones,GB,1,13,49,1,0,0,0,0,10.9,10.9,2017,4
24,LeSean McCoy,BUF,1,20,76,0,3,3,32,0,10.8,10.8,2017,4
25,Jacquizz Rodgers,TB,1,16,83,0,3,2,25,0,10.8,10.8,2017,4
26,Andre Ellington,ARI,1,5,18,0,14,9,86,0,10.4,10.4,2017,4
27,Carlos Hyde,SF,1,16,68,0,6,5,27,0,9.5,9.5,2017,4
28,Fozzy Whittaker,CAR,1,0,0,0,3,3,34,1,9.4,9.4,2017,4
29,Dion Lewis,NE,1,4,18,1,1,1,9,0,8.7,8.7,2017,4
30,Alex Collins,BAL,1,9,82,0,2,0,0,0,8.2,8.2,2017,4
31,Frank Gore,IND,1,12,46,0,3,3,34,0,8.0,8.0,2017,4
32,Alfred Morris,DAL,1,2,76,0,0,0,0,0,7.6,7.6,2017,4
33,Jonathan Stewart,CAR,1,14,68,0,1,0,0,0,6.8,6.8,2017,4
34,Robert Turbin,IND,1,6,8,1,0,0,0,0,6.8,6.8,2017,4
35,Chris Carson,SEA,1,12,42,0,3,3,24,0,6.6,6.6,2017,4
36,Chris Johnson,ARI,1,13,32,0,3,3,31,0,6.3,6.3,2017,4
37,Mark Ingram,NO,1,14,45,0,8,4,17,0,6.2,6.2,2017,4
38,Jay Ajayi,MIA,1,12,46,0,1,1,8,0,5.4,5.4,2017,4
39,James White,NE,1,1,7,0,12,10,47,0,5.4,5.4,2017,4
40,Eddie Lacy,SEA,1,11,52,0,0,0,0,0,5.2,5.2,2017,4
41,Mike Gillislee,NE,1,12,49,0,0,0,0,0,4.9,4.9,2017,4
42,Christian McCaffrey,CAR,1,6,16,0,6,4,33,0,4.9,4.9,2017,4
43,Tarik Cohen,CHI,1,6,24,0,4,4,24,0,4.8,4.8,2017,4
44,Joe Mixon,CIN,1,17,29,0,4,4,19,0,4.8,4.8,2017,4
45,Jamaal Charles,DEN,1,5,33,0,1,1,14,0,4.7,4.7,2017,4
46,D'Onta Foreman,HOU,1,13,45,0,0,0,0,0,4.5,4.5,2017,4
47,Javorius Allen,BAL,1,2,7,0,6,6,37,0,4.4,4.4,2017,4
48,Chris Ivory,JAC,1,9,42,0,3,1,2,0,4.4,4.4,2017,4
49,DeMarco Murray,TEN,1,7,31,0,2,2,4,0,3.5,3.5,2017,4
50,Charcandrick West,KC,1,1,2,0,5,5,33,0,3.5,3.5,2017,4
1,Leonard Fournette,JAC,1,28,181,2,1,1,3,0,30.4,30.4,2017,5
2,Melvin Gordon,LAC,1,20,105,0,8,6,58,2,28.3,28.3,2017,5
3,Jerick McKinnon,MIN,1,16,95,1,6,6,51,0,20.6,20.6,2017,5
4,Aaron Jones,GB,1,19,125,1,1,1,9,0,19.4,19.4,2017,5
5,Marlon Mack,IND,1,9,91,1,1,1,2,0,15.3,15.3,2017,5
6,Javorius Allen,BAL,1,21,73,1,5,4,12,0,14.5,14.5,2017,5
7,Duke Johnson,CLE,1,6,20,0,3,3,63,1,14.3,14.3,2017,5
8,Doug Martin,TB,1,13,74,1,3,1,8,0,14.2,14.2,2017,5
9,Charcandrick West,KC,1,1,1,0,2,2,12,2,13.3,13.3,2017,5
10,Orleans Darkwa,NYG,1,8,69,1,4,1,3,0,13.2,13.2,2017,5
11,Ezekiel Elliott,DAL,1,29,116,0,2,1,16,0,13.2,13.2,2017,5
12,Kareem Hunt,KC,1,29,107,0,4,3,9,0,11.6,11.6,2017,5
13,Marshawn Lynch,OAK,1,12,43,1,2,1,10,0,11.3,11.3,2017,5
14,Joe Mixon,CIN,1,15,51,1,0,0,0,0,11.1,11.1,2017,5
15,Benny Cunningham,CHI,1,1,4,0,4,2,43,1,10.7,10.7,2017,5
16,Christian McCaffrey,CAR,1,3,7,0,7,5,31,1,9.8,9.8,2017,5
17,Le'Veon Bell,PIT,1,15,47,0,10,10,46,0,9.3,9.3,2017,5
18,LeSean McCoy,BUF,1,19,63,0,9,6,26,0,8.9,8.9,2017,5
19,Lamar Miller,HOU,1,15,74,0,3,2,15,0,8.9,8.9,2017,5
20,Frank Gore,IND,1,14,48,0,4,3,38,0,8.6,8.6,2017,5
21,Wayne Gallman,NYG,1,11,57,0,5,5,25,0,8.2,8.2,2017,5
22,Jay Ajayi,MIA,1,25,77,0,3,2,2,0,7.9,7.9,2017,5
23,Kyle Juszczyk,SF,1,1,3,0,4,2,14,1,7.7,7.7,2017,5
24,Jordan Howard,CHI,1,19,76,0,0,0,0,0,7.6,7.6,2017,5
25,LeGarrette Blount,PHI,1,14,74,0,0,0,0,0,7.4,7.4,2017,5
26,Matt Breida,SF,1,10,49,0,5,3,22,0,7.1,7.1,2017,5
27,Zach Zenner,DET,1,3,11,1,0,0,0,0,7.1,7.1,2017,5
28,DeMarco Murray,TEN,1,14,58,0,5,4,11,0,6.9,6.9,2017,5
29,Isaiah Crowell,CLE,1,16,60,0,3,2,7,0,6.7,6.7,2017,5
30,Andre Ellington,ARI,1,1,-2,0,10,9,65,0,6.3,6.3,2017,5
31,Dion Lewis,NE,1,7,53,0,2,2,10,0,6.3,6.3,2017,5
32,James White,NE,1,2,3,0,9,7,57,0,6.0,6.0,2017,5
33,Alex Collins,BAL,1,12,55,0,0,0,0,0,5.5,5.5,2017,5
34,Theo Riddick,DET,1,2,8,0,5,4,45,0,5.3,5.3,2017,5
35,Mike Gillislee,NE,1,12,52,0,0,0,0,0,5.2,5.2,2017,5
36,Todd Gurley,LAR,1,14,43,0,4,2,7,0,5.0,5.0,2017,5
37,Shane Vereen,NYG,1,5,18,0,5,4,27,0,4.5,4.5,2017,5
38,Jonathan Stewart,CAR,1,18,21,0,3,3,23,0,4.4,4.4,2017,5
39,Latavius Murray,MIN,1,12,31,0,2,2,12,0,4.3,4.3,2017,5
40,Chris Ivory,JAC,1,8,41,0,0,0,0,0,4.1,4.1,2017,5
41,Corey Clement,PHI,1,7,17,0,1,1,22,0,3.9,3.9,2017,5
42,D'Onta Foreman,HOU,1,4,34,0,1,1,3,0,3.7,3.7,2017,5
43,Jalen Richard,OAK,1,9,37,0,2,0,0,0,3.7,3.7,2017,5
44,J.D. McKissic,SEA,1,2,0,0,5,3,36,0,3.6,3.6,2017,5
45,Thomas Rawls,SEA,1,8,20,0,3,2,15,0,3.5,3.5,2017,5
46,Ameer Abdullah,DET,1,10,31,0,1,1,3,0,3.4,3.4,2017,5
47,Charles Sims,TB,1,1,3,0,7,5,31,0,3.4,3.4,2017,5
48,Mike Tolbert,BUF,1,3,16,0,3,3,18,0,3.4,3.4,2017,5
49,Bilal Powell,NYJ,1,2,5,0,5,4,28,0,3.3,3.3,2017,5
50,Giovani Bernard,CIN,1,2,2,0,2,2,30,0,3.2,3.2,2017,5
1,Melvin Gordon,LAC,1,25,83,1,12,9,67,1,27.0,27.0,2017,6
2,Mark Ingram,NO,1,25,114,2,5,5,36,0,27.0,27.0,2017,6
3,Adrian Peterson,ARI,1,26,134,2,0,0,0,0,25.4,25.4,2017,6
4,Le'Veon Bell,PIT,1,32,179,1,6,3,12,0,25.1,25.1,2017,6
5,Jerick McKinnon,MIN,1,16,69,1,6,5,30,1,21.9,21.9,2017,6
6,Derrick Henry,TEN,1,19,131,1,1,1,14,0,20.5,20.5,2017,6
7,Leonard Fournette,JAC,1,21,130,1,2,2,8,0,19.8,19.8,2017,6
8,Carlos Hyde,SF,1,13,28,2,6,5,47,0,19.5,19.5,2017,6
9,Jordan Howard,CHI,1,36,167,0,1,1,9,0,17.6,17.6,2017,6
10,DeMarco Murray,TEN,1,12,40,1,4,4,47,0,14.7,14.7,2017,6
11,Chris Thompson,WAS,1,16,33,0,5,4,105,0,13.8,13.8,2017,6
12,Chris Ivory,JAC,1,2,3,0,10,9,74,1,13.7,13.7,2017,6
13,Jay Ajayi,MIA,1,26,130,0,3,0,0,0,13.0,13.0,2017,6
14,Orleans Darkwa,NYG,1,21,117,0,1,1,13,0,13.0,13.0,2017,6
15,Doug Martin,TB,1,14,53,1,2,1,11,0,12.4,12.4,2017,6
16,Christian McCaffrey,CAR,1,4,8,0,14,10,56,1,12.4,12.4,2017,6
17,Todd Gurley,LAR,1,23,116,0,1,1,4,0,12.0,12.0,2017,6
18,Dion Lewis,NE,1,11,52,1,0,0,0,0,11.2,11.2,2017,6
19,Kareem Hunt,KC,1,9,21,0,6,5,89,0,11.0,11.0,2017,6
20,Samaje Perine,WAS,1,9,23,0,3,3,24,1,10.7,10.7,2017,6
21,Tevin Coleman,ATL,1,9,32,1,1,1,4,0,9.6,9.6,2017,6
22,Alvin Kamara,NO,1,10,75,0,4,4,12,0,8.7,8.7,2017,6
23,Matt Forte,NYJ,1,9,22,0,8,8,59,0,8.1,8.1,2017,6
24,Lamar Miller,HOU,1,15,41,0,4,3,40,0,8.1,8.1,2017,6
25,Devontae Booker,DEN,1,1,2,0,6,4,78,0,8.0,8.0,2017,6
26,Devonta Freeman,ATL,1,9,68,0,4,2,11,0,7.9,7.9,2017,6
27,Alex Collins,BAL,1,15,74,0,0,0,0,0,7.4,7.4,2017,6
28,Isaiah Crowell,CLE,1,12,58,0,2,2,15,0,7.3,7.3,2017,6
29,LeGarrette Blount,PHI,1,14,67,0,0,0,0,0,6.7,6.7,2017,6
30,Frank Gore,IND,1,10,49,0,3,2,18,0,6.7,6.7,2017,6
31,Javorius Allen,BAL,1,10,49,0,4,3,17,0,6.6,6.6,2017,6
32,Marshawn Lynch,OAK,1,13,63,0,2,0,0,0,6.3,6.3,2017,6
33,D'Onta Foreman,HOU,1,12,59,0,0,0,0,0,5.9,5.9,2017,6
34,Ameer Abdullah,DET,1,14,54,0,2,0,0,0,5.4,5.4,2017,6
35,Theo Riddick,DET,1,2,8,0,7,5,45,0,5.3,5.3,2017,6
36,Tarik Cohen,CHI,1,14,32,0,3,1,14,0,4.6,4.6,2017,6
37,Charles Sims,TB,1,0,0,0,5,4,45,0,4.5,4.5,2017,6
38,James White,NE,1,3,23,0,7,4,22,0,4.5,4.5,2017,6
39,Mike Gillislee,NE,1,10,44,0,0,0,0,0,4.4,4.4,2017,6
40,Aaron Jones,GB,1,13,41,0,4,1,1,0,4.2,4.2,2017,6
41,Robert Turbin,IND,1,3,3,0,5,4,37,0,4.0,4.0,2017,6
42,Duke Johnson,CLE,1,5,40,0,5,3,-1,0,3.9,3.9,2017,6
43,Latavius Murray,MIN,1,15,28,0,1,1,9,0,3.7,3.7,2017,6
44,Matt Breida,SF,1,4,21,0,4,2,15,0,3.6,3.6,2017,6
45,Wayne Gallman,NYG,1,9,27,0,3,2,5,0,3.2,3.2,2017,6
46,Ty Montgomery,GB,1,10,28,0,3,1,3,0,3.1,3.1,2017,6
47,Travaris Cadet,NYJ,1,1,3,0,3,3,26,0,2.9,2.9,2017,6
48,Jalen Richard,OAK,1,2,-1,0,4,3,27,0,2.6,2.6,2017,6
49,Damien Williams,MIA,1,4,9,0,3,3,14,0,2.3,2.3,2017,6
50,Elijah McGuire,NYJ,1,10,22,0,0,0,0,0,2.2,2.2,2017,6
1,Ezekiel Elliott,DAL,1,26,147,2,3,1,72,1,39.9,39.9,2017,7
2,LeSean McCoy,BUF,1,23,91,2,7,5,31,0,24.2,24.2,2017,7
3,Todd Gurley,LAR,1,22,106,1,8,4,48,0,21.4,21.4,2017,7
4,Aaron Jones,GB,1,17,131,1,5,3,7,0,19.8,19.8,2017,7
5,T.J. Yeldon,JAC,1,9,122,1,2,2,15,0,19.7,19.7,2017,7
6,Le'Veon Bell,PIT,1,35,134,0,3,3,58,0,19.2,19.2,2017,7
7,Latavius Murray,MIN,1,18,113,1,0,0,0,0,17.3,17.3,2017,7
8,Mark Ingram,NO,1,22,105,1,5,4,5,0,17.0,17.0,2017,7
9,Chris Thompson,WAS,1,7,38,0,5,5,26,1,12.4,12.4,2017,7
10,Kareem Hunt,KC,1,18,87,0,4,4,30,0,11.7,11.7,2017,7
11,Chris Ivory,JAC,1,17,47,1,0,0,0,0,10.7,10.7,2017,7
12,Alvin Kamara,NO,1,9,57,0,7,5,50,0,10.7,10.7,2017,7
13,James White,NE,1,4,19,0,5,5,28,1,10.7,10.7,2017,7
14,Austin Ekeler,LAC,1,7,38,0,4,4,6,1,10.4,10.4,2017,7
15,DeAndre Washington,OAK,1,9,33,1,4,3,7,0,10.0,10.0,2017,7
16,Devonta Freeman,ATL,1,12,72,0,3,3,18,0,9.0,9.0,2017,7
17,Carlos Hyde,SF,1,14,68,0,8,4,20,0,8.8,8.8,2017,7
18,Bilal Powell,NYJ,1,9,43,0,2,2,40,0,8.3,8.3,2017,7
19,Matt Forte,NYJ,1,7,41,0,5,5,41,0,8.2,8.2,2017,7
20,Dion Lewis,NE,1,13,76,0,1,1,6,0,8.2,8.2,2017,7
21,Doug Martin,TB,1,20,49,0,3,2,31,0,8.0,8.0,2017,7
22,Jay Ajayi,MIA,1,23,51,0,4,3,26,0,7.7,7.7,2017,7
23,DeMarco Murray,TEN,1,18,59,0,4,3,17,0,7.6,7.6,2017,7
24,Jalen Richard,OAK,1,9,31,0,4,4,45,0,7.6,7.6,2017,7
25,Corey Clement,PHI,1,1,6,0,1,1,9,1,7.5,7.5,2017,7
26,Isaiah Crowell,CLE,1,17,35,0,6,4,36,0,7.1,7.1,2017,7
27,Duke Johnson,CLE,1,7,26,0,7,6,45,0,7.1,7.1,2017,7
28,Tarik Cohen,CHI,1,0,0,0,3,1,70,0,7.0,7.0,2017,7
29,Joe Mixon,CIN,1,7,48,0,3,3,20,0,6.8,6.8,2017,7
30,Marlon Mack,IND,1,5,26,0,6,4,40,0,6.6,6.6,2017,7
31,Rod Smith,DAL,1,8,61,0,2,1,5,0,6.6,6.6,2017,7
32,Jordan Howard,CHI,1,21,65,0,0,0,0,0,6.5,6.5,2017,7
33,C.J. Anderson,DEN,1,10,44,0,2,1,17,0,6.1,6.1,2017,7
34,Jerick McKinnon,MIN,1,14,47,0,3,3,10,0,5.7,5.7,2017,7
35,Malcolm Brown,LAR,1,11,48,0,1,1,7,0,5.5,5.5,2017,7
36,Thomas Rawls,SEA,1,11,36,0,2,1,16,0,5.2,5.2,2017,7
37,Javorius Allen,BAL,1,6,20,0,11,8,29,0,4.9,4.9,2017,7
38,Orleans Darkwa,NYG,1,9,35,0,3,3,13,0,4.8,4.8,2017,7
39,Jonathan Stewart,CAR,1,14,48,0,0,0,0,0,4.8,4.8,2017,7
40,Christian McCaffrey,CAR,1,7,10,0,9,7,36,0,4.6,4.6,2017,7
41,Eddie Lacy,SEA,1,11,34,0,1,1,9,0,4.3,4.3,2017,7
42,Rex Burkhead,NE,1,6,31,0,1,1,11,0,4.2,4.2,2017,7
43,Wendell Smallwood,PHI,1,8,25,0,2,2,14,0,3.9,3.9,2017,7
44,Melvin Gordon,LAC,1,18,38,0,0,0,0,0,3.8,3.8,2017,7
45,Corey Grant,JAC,1,6,8,0,1,1,28,0,3.6,3.6,2017,7
46,Frank Gore,IND,1,9,34,0,0,0,0,0,3.4,3.4,2017,7
47,J.D. McKissic,SEA,1,3,10,0,2,2,23,0,3.3,3.3,2017,7
48,Adrian Peterson,ARI,1,11,21,0,4,1,12,0,3.3,3.3,2017,7
49,Mike Gillislee,NE,1,8,31,0,0,0,0,0,3.1,3.1,2017,7
50,Alex Collins,BAL,1,10,30,0,0,0,0,0,3.0,3.0,2017,7
1,Ezekiel Elliott,DAL,1,33,150,2,2,1,4,0,27.4,27.4,2017,8
2,LeSean McCoy,BUF,1,27,151,1,7,6,22,0,23.3,23.3,2017,8
3,Melvin Gordon,LAC,1,14,132,1,2,1,7,0,19.9,19.9,2017,8
4,Lamar Miller,HOU,1,21,54,1,3,3,19,1,19.3,19.3,2017,8
5,Jerick McKinnon,MIN,1,14,50,1,10,6,72,0,18.2,18.2,2017,8
6,Isaiah Crowell,CLE,1,11,64,1,6,4,54,0,17.8,17.8,2017,8
7,Mark Ingram,NO,1,18,75,1,6,6,24,0,15.9,15.9,2017,8
8,DeAndre Washington,OAK,1,6,26,0,10,8,62,1,14.8,14.8,2017,8
9,Alex Collins,BAL,1,18,113,0,2,2,30,0,14.3,14.3,2017,8
10,Le'Veon Bell,PIT,1,25,76,1,3,2,5,0,14.1,14.1,2017,8
11,Alvin Kamara,NO,1,8,28,1,3,3,48,0,13.6,13.6,2017,8
12,Marlon Mack,IND,1,11,27,0,5,3,36,1,12.3,12.3,2017,8
13,Jordan Howard,CHI,1,23,102,0,5,3,19,0,12.1,12.1,2017,8
14,Matt Breida,SF,1,5,17,0,6,4,39,1,11.6,11.6,2017,8
15,Devontae Booker,DEN,1,6,40,1,3,3,14,0,11.4,11.4,2017,8
16,LeGarrette Blount,PHI,1,16,48,1,1,1,4,0,11.2,11.2,2017,8
17,Joe Mixon,CIN,1,11,18,0,3,3,91,0,10.9,10.9,2017,8
18,Tevin Coleman,ATL,1,14,82,0,1,1,22,0,10.4,10.4,2017,8
19,Frank Gore,IND,1,16,82,0,4,4,19,0,10.1,10.1,2017,8
20,Jonathan Stewart,CAR,1,11,34,1,0,0,0,0,9.4,9.4,2017,8
21,Chris Thompson,WAS,1,4,18,0,9,8,76,0,9.4,9.4,2017,8
22,James White,NE,1,1,2,0,6,5,85,0,8.7,8.7,2017,8
23,C.J. Anderson,DEN,1,15,78,0,1,1,7,0,8.5,8.5,2017,8
24,Rex Burkhead,NE,1,4,15,0,7,7,68,0,8.3,8.3,2017,8
25,Rob Kelley,WAS,1,8,19,1,1,0,0,0,7.9,7.9,2017,8
26,Doug Martin,TB,1,18,71,0,2,1,4,0,7.5,7.5,2017,8
27,Tarik Cohen,CHI,1,4,2,1,3,1,6,0,6.8,6.8,2017,8
28,Kareem Hunt,KC,1,22,46,0,5,3,22,0,6.8,6.8,2017,8
29,Tre Madden,SEA,1,0,0,0,1,1,66,0,6.6,6.6,2017,8
30,Jamize Olawale,OAK,1,2,3,1,0,0,0,0,6.3,6.3,2017,8
31,Devonta Freeman,ATL,1,12,41,0,3,1,20,0,6.1,6.1,2017,8
32,Bilal Powell,NYJ,1,14,33,0,3,3,28,0,6.1,6.1,2017,8
33,Javorius Allen,BAL,1,17,55,0,3,1,2,0,5.7,5.7,2017,8
34,Jalen Richard,OAK,1,5,21,0,7,5,35,0,5.6,5.6,2017,8
35,Corey Clement,PHI,1,10,54,0,1,0,0,0,5.4,5.4,2017,8
36,Dion Lewis,NE,1,15,44,0,2,2,10,0,5.4,5.4,2017,8
37,Matt Forte,NYJ,1,4,7,0,7,6,45,0,5.2,5.2,2017,8
38,Christian McCaffrey,CAR,1,4,3,0,7,5,49,0,5.2,5.2,2017,8
39,Carlos Hyde,SF,1,12,25,0,9,4,22,0,4.7,4.7,2017,8
40,Latavius Murray,MIN,1,19,39,0,1,1,8,0,4.7,4.7,2017,8
41,Theo Riddick,DET,1,4,21,0,2,2,24,0,4.5,4.5,2017,8
42,Jamaal Charles,DEN,1,8,39,0,1,1,5,0,4.4,4.4,2017,8
43,Duke Johnson,CLE,1,6,33,0,5,4,10,0,4.3,4.3,2017,8
44,Jay Ajayi,MIA,1,13,23,0,4,4,18,0,4.1,4.1,2017,8
45,Ameer Abdullah,DET,1,11,27,0,3,3,11,0,3.8,3.8,2017,8
46,Mike Gillislee,NE,1,11,34,0,0,0,0,0,3.4,3.4,2017,8
47,Kenyan Drake,MIA,1,6,22,0,1,0,0,0,2.2,2.2,2017,8
48,Alfred Blue,HOU,1,5,21,0,0,0,0,0,2.1,2.1,2017,8
49,Austin Ekeler,LAC,1,2,8,0,1,1,13,0,2.1,2.1,2017,8
50,Dwayne Washington,DET,1,6,12,0,1,1,4,0,1.6,1.6,2017,8
1,Alvin Kamara,NO,1,10,68,1,7,6,84,1,27.2,27.2,2017,9
2,Corey Clement,PHI,1,12,51,2,1,1,15,1,24.6,24.6,2017,9
3,Todd Gurley,LAR,1,16,59,2,3,2,45,0,22.4,22.4,2017,9
4,Matt Forte,NYJ,1,14,77,2,4,4,19,0,21.6,21.6,2017,9
5,Marshawn Lynch,OAK,1,14,57,2,2,2,6,0,18.3,18.3,2017,9
6,Adrian Peterson,ARI,1,37,159,0,4,2,8,0,16.7,16.7,2017,9
7,Christian McCaffrey,CAR,1,15,66,1,6,5,28,0,15.4,15.4,2017,9
8,Ezekiel Elliott,DAL,1,27,93,1,0,0,0,0,15.3,15.3,2017,9
9,Rob Kelley,WAS,1,14,18,2,0,0,0,0,13.8,13.8,2017,9
10,Jay Ajayi,PHI,1,8,77,1,0,0,0,0,13.7,13.7,2017,9
11,Javorius Allen,BAL,1,7,21,0,8,7,44,1,12.5,12.5,2017,9
12,Carlos Hyde,SF,1,12,41,0,11,9,84,0,12.5,12.5,2017,9
13,Damien Williams,MIA,1,7,14,0,6,6,47,1,12.1,12.1,2017,9
14,Ameer Abdullah,DET,1,21,48,1,1,1,9,0,11.7,11.7,2017,9
15,Joe Mixon,CIN,1,13,31,1,4,3,15,0,10.6,10.6,2017,9
16,Kenyan Drake,MIA,1,9,69,0,6,6,35,0,10.4,10.4,2017,9
17,Chris Ivory,JAC,1,20,69,0,4,3,34,0,10.3,10.3,2017,9
18,Derrick Henry,TEN,1,8,26,1,2,2,10,0,9.6,9.6,2017,9
19,Jamaal Williams,GB,1,1,1,1,2,2,31,0,9.2,9.2,2017,9
20,Lamar Miller,HOU,1,10,57,0,4,3,34,0,9.1,9.1,2017,9
21,Tevin Coleman,ATL,1,5,5,0,2,1,19,1,8.4,8.4,2017,9
22,Orleans Darkwa,NYG,1,16,71,0,2,2,8,0,7.9,7.9,2017,9
23,Mark Ingram,NO,1,16,77,0,1,1,2,0,7.9,7.9,2017,9
24,Frank Gore,IND,1,17,51,0,4,3,26,0,7.7,7.7,2017,9
25,Bilal Powell,NYJ,1,9,74,0,0,0,0,0,7.4,7.4,2017,9
26,Theo Riddick,DET,1,5,11,0,4,4,62,0,7.3,7.3,2017,9
27,Thomas Rawls,SEA,1,9,39,0,2,2,31,0,7.0,7.0,2017,9
28,Devonta Freeman,ATL,1,11,46,0,5,4,18,0,6.4,6.4,2017,9
29,Kareem Hunt,KC,1,9,37,0,5,4,24,0,6.1,6.1,2017,9
30,Malcolm Brown,LAR,1,15,57,0,0,0,0,0,5.7,5.7,2017,9
31,Peyton Barber,TB,1,11,34,0,3,2,20,0,5.4,5.4,2017,9
32,T.J. Yeldon,JAC,1,11,41,0,4,2,11,0,5.2,5.2,2017,9
33,Ty Montgomery,GB,1,5,33,0,1,1,18,0,5.1,5.1,2017,9
34,Alex Collins,BAL,1,13,43,0,1,1,3,0,4.6,4.6,2017,9
35,Wayne Gallman,NYG,1,9,41,0,1,0,0,0,4.1,4.1,2017,9
36,DeMarco Murray,TEN,1,9,19,0,2,2,22,0,4.1,4.1,2017,9
37,Elijah McGuire,NYJ,1,13,30,0,1,1,9,0,3.9,3.9,2017,9
38,LeGarrette Blount,PHI,1,9,37,0,0,0,0,0,3.7,3.7,2017,9
39,D'Onta Foreman,HOU,1,11,37,0,1,0,0,0,3.7,3.7,2017,9
