,name,injury,status,position,season,week
75,"Gurley, Todd",knee,Day-to-Day,RB,2015,9
79,"Mason, Tre",ankle,Questionable,RB,2015,9
83,"Reynolds, Chase",thigh,Questionable,RB,2015,9
93,"Ellison, Rhett",concussion,Probable,TE,2015,9
105,"Davis, Vernon",knee,Day-to-Day,TE,2015,9
112,"Jones, Matt",sprained toe,Day-to-Day,RB,2015,9
116,"Reed, Jordan",concussion,Day-to-Day,TE,2015,9
118,"Thompson, Chris",back,Probable,RB,2015,9
125,"Lewis, Dion",abdomen,Probable,RB,2015,9
133,"Cobb, David",calf,Injured Reserve (DFR),RB,2015,9
141,"Murray, DeMarco",hamstring,Day-to-Day,RB,2015,9
142,"Walker, Delanie",hand,Day-to-Day,TE,2015,9
162,"Ivory, Chris",hamstring,Probable,RB,2015,9
166,"Robinson, Denard",left knee,Day-to-Day,RB,2015,9
168,"Thomas, Julius",abdomen,Probable,TE,2015,9
169,"Yeldon, T.J.",groin,Day-to-Day,RB,2015,9
170,"Amaro, Jace",torn labrum,Day-to-Day,TE,2015,9
173,"Davis, Kellen",hand,Probable,TE,2015,9
176,"Forte, Matt",right knee,Day-to-Day,RB,2015,9
182,"Powell, Bilal",ankle,Doubtful,RB,2015,9
196,"Bell, Le'Veon",right knee,Day-to-Day,RB,2015,9
199,"Green, Ladarius",concussion,Day-to-Day,TE,2015,9
202,"Miller, Heath",not injury related,Probable,TE,2015,9
207,"Spaeth, Matt",knee,Out,TE,2015,9
215,"Coleman, Tevin",hamstring,Day-to-Day,RB,2015,9
217,"Freeman, Devonta",hamstring,Day-to-Day,RB,2015,9
223,"Tamme, Jacob",concussion,Day-to-Day,TE,2015,9
233,"Celek, Garrett",concussion,Questionable,TE,2015,9
234,"Davis, Mike",hand,Out,RB,2015,9
235,"Hyde, Carlos",foot,Out,RB,2015,9
246,"Darkwa, Orleans",back,Probable,RB,2015,9
247,"Donnell, Larry",neck,Out,TE,2015,9
264,"Seferian-Jenkins, Austin",shoulder,Questionable,TE,2015,9
267,"Anderson, C.J.",ankle,Probable,RB,2015,9
269,"Daniels, Owen",shoulder,Probable,TE,2015,9
270,"Hillman, Ronnie",thigh,Questionable,RB,2015,9
276,"Allen, Dwayne",ankle,Day-to-Day,TE,2015,9
280,"Herron, Daniel",shoulder,Day-to-Day,RB,2015,9
290,"Mathews, Ryan",groin,Questionable,RB,2015,9
298,"Hanna, James",ankle,Probable,TE,2015,9
308,"Miller, Zach",shoulder,Questionable,TE,2015,9
316,"Gates, Antonio",knee,Probable,TE,2015,9
4,"McCoy, LeSean",shoulder,Probable,RB,2015,10
7,"Williams, Karlos",concussion,Day-to-Day,RB,2015,10
9,"Amaro, Jace",torn labrum,Day-to-Day,TE,2015,10
11,"Bohanon, Tommy",shoulder,Probable,RB,2015,10
13,"Davis, Kellen",hand,Probable,TE,2015,10
16,"Forte, Matt",right knee,Day-to-Day,RB,2015,10
22,"Powell, Bilal",ankle,Doubtful,RB,2015,10
27,"Stacy, Zac",ankle,Day-to-Day,RB,2015,10
32,"Gerhart, Toby",groin,Probable,RB,2015,10
36,"Ivory, Chris",groin,Day-to-Day,RB,2015,10
40,"Robinson, Denard",left knee,Day-to-Day,RB,2015,10
43,"Thomas, Julius",abdomen,Probable,TE,2015,10
44,"Yeldon, T.J.",groin,Day-to-Day,RB,2015,10
47,"Gillmore, Crockett",shoulder,Probable,TE,2015,10
51,"Pitta, Dennis",hip,Day-to-Day,TE,2015,10
58,"Bell, Joique",ankle,Day-to-Day,RB,2015,10
60,"Ebron, Eric",knee,Day-to-Day,TE,2015,10
76,"Lacy, Eddie",groin,Questionable,RB,2015,10
83,"Quarless, Andrew",sprained MCL,Injured Reserve (DFR),TE,2015,10
89,"Ajayi, Jay",cracked rib,Day-to-Day,RB,2015,10
94,"Cameron, Jordan",hamstring,Probable,TE,2015,10
102,"Pead, Isaiah",knee,Probable,RB,2015,10
105,"Williams, Damien",hand,Probable,RB,2015,10
108,"Burton, Trey",hamstring,Probable,TE,2015,10
113,"Mathews, Ryan",groin,Probable,RB,2015,10
132,"Bell, Le'Veon",right knee,Day-to-Day,RB,2015,10
134,"Green, Ladarius",concussion,Day-to-Day,TE,2015,10
138,"Miller, Heath",not injury related,Probable,TE,2015,10
142,"Spaeth, Matt",knee,Out,TE,2015,10
145,"Williams, DeAngelo",foot,Probable,RB,2015,10
157,"Gurley, Todd",not injury related,Probable,RB,2015,10
160,"Mason, Tre",hamstring,Day-to-Day,RB,2015,10
164,"Reynolds, Chase",thigh,Probable,RB,2015,10
171,"Hanna, James",ankle,Probable,TE,2015,10
179,"Smith, Rod",illness,Probable,RB,2015,10
189,"Seferian-Jenkins, Austin",shoulder,Questionable,TE,2015,10
197,"Dickson, Ed",quadriceps,Probable,TE,2015,10
204,"Stewart, Jonathan",ankle,Probable,RB,2015,10
207,"Cobb, David",calf,Injured Reserve (DFR),RB,2015,10
212,"McCluster, Dexter",ankle,Probable,RB,2015,10
214,"Murray, DeMarco",groin,Probable,RB,2015,10
215,"Walker, Delanie",hand,Day-to-Day,TE,2015,10
233,"Davis, Vernon",knee,Day-to-Day,TE,2015,10
240,"Jones, Matt",sprained toe,Day-to-Day,RB,2015,10
244,"Reed, Jordan",concussion,Day-to-Day,TE,2015,10
246,"Thompson, Chris",back,Probable,RB,2015,10
267,"Murray, Latavius",concussion,Probable,RB,2015,10
268,"Walford, Clive",quadriceps,Probable,TE,2015,10
275,"Kelce, Travis",groin,Probable,TE,2015,10
278,"O'Shaughnessy, James",foot,Out,TE,2015,10
280,"Anderson, C.J.",ankle,Probable,RB,2015,10
281,"Daniels, Owen","shoulder, knee",Probable,TE,2015,10
282,"Green, Virgil",finger,Probable,TE,2015,10
283,"Hillman, Ronnie",quadriceps,Probable,RB,2015,10
309,"Donnell, Larry",neck,Out,TE,2015,10
311,"Johnson, Will",back,Probable,RB,2015,10
320,"Ellington, Andre",knee,Day-to-Day,RB,2015,10
321,"Fells, Darren",shoulder,Probable,TE,2015,10
326,"Momah, Ifeanyi",knee,Day-to-Day,TE,2015,10
337,"Lynch, Marshawn",abdominal,Questionable,RB,2015,10
338,"Michael, Christine",illness,Probable,RB,2015,10
339,"Willson, Luke",toe,Probable,TE,2015,10
345,"Foster, Arian",torn right Achilles,Day-to-Day,RB,2015,10
346,"Griffin, Ryan",sprained MCL,Injured Reserve (DFR),TE,2015,10
350,"Miller, Lamar",ankle,Day-to-Day,RB,2015,10
352,"Polk, Chris",knee,Probable,RB,2015,10
0,"Cobb, David",calf,Injured Reserve (DFR),RB,2015,11
5,"Murray, DeMarco",hamstring,Day-to-Day,RB,2015,11
6,"Walker, Delanie",hand,Day-to-Day,TE,2015,11
15,"Gerhart, Toby",groin,Probable,RB,2015,11
18,"Ivory, Chris",groin,Day-to-Day,RB,2015,11
19,"Jacobs, Nic",hamstring,Doubtful,TE,2015,11
23,"Pierce, Bernard",calf,Doubtful,RB,2015,11
25,"Robinson, Denard",left knee,Day-to-Day,RB,2015,11
27,"Thomas, Julius",abdomen,Probable,TE,2015,11
29,"Yeldon, T.J.",foot,Questionable,RB,2015,11
31,"Allen, Dwayne",ankle,Day-to-Day,TE,2015,11
33,"Herron, Daniel",shoulder,Day-to-Day,RB,2015,11
41,"Coleman, Tevin",hamstring,Day-to-Day,RB,2015,11
43,"Freeman, Devonta",hamstring,Day-to-Day,RB,2015,11
48,"Tamme, Jacob",concussion,Day-to-Day,TE,2015,11
51,"Cunningham, Justice",finger,Questionable,TE,2015,11
53,"Gurley, Todd",knee,Day-to-Day,RB,2015,11
56,"Mason, Tre",hamstring,Day-to-Day,RB,2015,11
60,"Boyle, Nick",foot,Doubtful,TE,2015,11
65,"Gillmore, Crockett",calf,Day-to-Day,TE,2015,11
68,"Pitta, Dennis",hip,Day-to-Day,TE,2015,11
77,"Davis, Vernon",knee,Day-to-Day,TE,2015,11
83,"Jones, Matt",sprained toe,Day-to-Day,RB,2015,11
88,"Reed, Jordan",concussion,Day-to-Day,TE,2015,11
104,"Stewart, Jonathan",leg,Day-to-Day,RB,2015,11
106,"Whittaker, Fozzy",hip,Probable,RB,2015,11
109,"Daniels, Owen","knee, shoulder",Probable,TE,2015,11
110,"Green, Virgil",finger,Probable,TE,2015,11
111,"Hillman, Ronnie",quadriceps,Probable,RB,2015,11
137,"Smith, Lee",wrist,Doubtful,TE,2015,11
141,"Bell, Joique",shoulder,Probable,RB,2015,11
144,"Ebron, Eric",knee,Day-to-Day,TE,2015,11
154,"Amaro, Jace",torn labrum,Day-to-Day,TE,2015,11
159,"Forte, Matt",knee,Questionable,RB,2015,11
165,"Powell, Bilal",ankle,Probable,RB,2015,11
175,"Foster, Arian",torn right Achilles,Day-to-Day,RB,2015,11
176,"Griffin, Ryan",sprained MCL,Injured Reserve (DFR),TE,2015,11
183,"Miller, Lamar",ankle,Day-to-Day,RB,2015,11
186,"Polk, Chris",hamstring,Questionable,RB,2015,11
198,"McFadden, Darren",groin,Questionable,RB,2015,11
200,"Morris, Alfred",rib,Probable,RB,2015,11
205,"Ajayi, Jay",cracked rib,Day-to-Day,RB,2015,11
210,"Cameron, Jordan",groin,Day-to-Day,TE,2015,11
219,"Williams, Damien","ankle, hand",Probable,RB,2015,11
226,"Seferian-Jenkins, Austin",shoulder,Questionable,TE,2015,11
237,"Mathews, Ryan","concussion, groin",Out,RB,2015,11
247,"Kelce, Travis",groin,Probable,TE,2015,11
255,"Gates, Antonio","knee, hip",Questionable,TE,2015,11
272,"Lacy, Eddie",groin,Probable,RB,2015,11
279,"Quarless, Andrew",sprained MCL,Injured Reserve (DFR),TE,2015,11
283,"Asiata, Matt",quadriceps,Probable,RB,2015,11
293,"Peterson, Adrian",hamstring,Probable,RB,2015,11
305,"Hyde, Carlos",foot,Out,RB,2015,11
314,"Lynch, Marshawn",abdomen,Questionable,RB,2015,11
317,"Willson, Luke",toe,Probable,TE,2015,11
328,"Ellington, Andre",knee,Day-to-Day,RB,2015,11
329,"Fells, Darren",shoulder,Day-to-Day,TE,2015,11
334,"Momah, Ifeanyi",knee,Day-to-Day,TE,2015,11
342,"McCoy, LeSean",hamstring,Day-to-Day,RB,2015,11
345,"Williams, Karlos",concussion,Day-to-Day,RB,2015,11
2,"Ertz, Zach",concussion,Out,TE,2015,12
5,"Mathews, Ryan","concussion, groin",Out,RB,2015,12
11,"Bell, Joique",ankle,Day-to-Day,RB,2015,12
15,"Ebron, Eric","quadriceps, hand",Probable,TE,2015,12
35,"Stewart, Jonathan",leg,Day-to-Day,RB,2015,12
49,"McFadden, Darren",groin,Probable,RB,2015,12
54,"Carey, Ka'Deem",head,Out,RB,2015,12
70,"Lacy, Eddie",ankle,Probable,RB,2015,12
77,"Quarless, Andrew",sprained MCL,Injured Reserve (DFR),TE,2015,12
79,"Ripkowski, Aaron",ankle,Probable,RB,2015,12
97,"Coleman, Tevin",hamstring,Day-to-Day,RB,2015,12
98,"Freeman, Devonta",concussion,Out,RB,2015,12
101,"Tamme, Jacob",concussion,Day-to-Day,TE,2015,12
105,"Gurley, Todd",knee,Day-to-Day,RB,2015,12
109,"Mason, Tre",hamstring,Day-to-Day,RB,2015,12
116,"Eifert, Tyler",knee,Probable,TE,2015,12
127,"Ingram, Mark",shoulder,Probable,RB,2015,12
131,"Blue, Alfred",back,Probable,RB,2015,12
137,"Foster, Arian",torn right Achilles,Day-to-Day,RB,2015,12
138,"Griffin, Ryan",sprained MCL,Injured Reserve (DFR),TE,2015,12
144,"Miller, Lamar",ankle,Day-to-Day,RB,2015,12
147,"Polk, Chris","knee, hamstring",Probable,RB,2015,12
153,"Seferian-Jenkins, Austin",shoulder,Doubtful,TE,2015,12
158,"Allen, Dwayne",ankle,Day-to-Day,TE,2015,12
162,"Gore, Frank",ankle,Probable,RB,2015,12
163,"Herron, Daniel",shoulder,Day-to-Day,RB,2015,12
175,"Gates, Antonio",hip,Probable,TE,2015,12
185,"Gerhart, Toby",groin,Probable,RB,2015,12
188,"Ivory, Chris",groin,Day-to-Day,RB,2015,12
189,"Jacobs, Nic",hamstring,Probable,TE,2015,12
194,"Pierce, Bernard",calf,Doubtful,RB,2015,12
196,"Robinson, Denard",left knee,Day-to-Day,RB,2015,12
199,"Thomas, Julius",left index finger,Day-to-Day,TE,2015,12
200,"Yeldon, T.J.",foot,Day-to-Day,RB,2015,12
206,"McCoy, LeSean",hamstring,Day-to-Day,RB,2015,12
212,"Williams, Karlos",concussion,Day-to-Day,RB,2015,12
222,"Kelce, Travis",groin,Questionable,TE,2015,12
224,"Parker, Brian","ankle, back",Probable,TE,2015,12
226,"West, Charcandrick",hamstring,Questionable,RB,2015,12
232,"Jones, Taiwan",knee,Questionable,RB,2015,12
234,"Smith, Lee",wrist,Probable,TE,2015,12
236,"Cobb, David",calf,Injured Reserve (DFR),RB,2015,12
241,"McCluster, Dexter",knee,Out,RB,2015,12
243,"Murray, DeMarco",hamstring,Day-to-Day,RB,2015,12
244,"Walker, Delanie",hand,Day-to-Day,TE,2015,12
250,"Donnell, Larry",neck,Out,TE,2015,12
262,"Davis, Vernon",knee,Day-to-Day,TE,2015,12
270,"Jones, Matt",sprained toe,Day-to-Day,RB,2015,12
274,"Reed, Jordan",concussion,Day-to-Day,TE,2015,12
279,"Ajayi, Jay",elbow,Probable,RB,2015,12
283,"Cameron, Jordan",groin,Day-to-Day,TE,2015,12
295,"Amaro, Jace",torn labrum,Day-to-Day,TE,2015,12
298,"Davis, Kellen","not injury related, hand",Probable,TE,2015,12
301,"Forte, Matt",right knee,Day-to-Day,RB,2015,12
307,"Powell, Bilal",ankle,Day-to-Day,RB,2015,12
318,"Ellington, Andre",left foot,Day-to-Day,RB,2015,12
319,"Fells, Darren",shoulder,Day-to-Day,TE,2015,12
323,"Johnson, Chris",knee,Probable,RB,2015,12
326,"Momah, Ifeanyi",knee,Day-to-Day,TE,2015,12
337,"Hyde, Carlos",foot,Out,RB,2015,12
342,"Bell, Le'Veon",right knee,Day-to-Day,RB,2015,12
343,"Green, Ladarius",ankle,Probable,TE,2015,12
349,"Spaeth, Matt",knee,Questionable,TE,2015,12
357,"Graham, Jimmy",torn right patellar tendon,Day-to-Day,TE,2015,12
359,"Lynch, Marshawn",abdomen,Out,RB,2015,12
360,"Rawls, Thomas",knee,Probable,RB,2015,12
370,"Gronkowski, Rob",right knee,Day-to-Day,TE,2015,12
378,"Williams, Michael",knee,Questionable,TE,2015,12
379,"Daniels, Owen",knee,Probable,TE,2015,12
380,"Green, Virgil",finger,Probable,TE,2015,12
388,"Boyle, Nick",foot,Probable,TE,2015,12
392,"Ford, Chase",shoulder,Doubtful,TE,2015,12
393,"Forsett, Justin",broken right arm,Day-to-Day,RB,2015,12
394,"Gillmore, Crockett",calf,Day-to-Day,TE,2015,12
397,"Pitta, Dennis",hip,Day-to-Day,TE,2015,12
6,"Lacy, Eddie",groin,Day-to-Day,RB,2015,13
12,"Quarless, Andrew",sprained MCL,Injured Reserve (DFR),TE,2015,13
16,"Bell, Joique",ankle,Day-to-Day,RB,2015,13
18,"Ebron, Eric",knee,Day-to-Day,TE,2015,13
33,"Blue, Alfred",back,Probable,RB,2015,13
36,"Foster, Arian",torn right Achilles,Day-to-Day,RB,2015,13
37,"Griffin, Ryan",sprained MCL,Injured Reserve (DFR),TE,2015,13
42,"Miller, Lamar",ankle,Day-to-Day,RB,2015,13
53,"McCoy, LeSean",hamstring,Day-to-Day,RB,2015,13
59,"Williams, Karlos",shoulder,Out,RB,2015,13
61,"Bell, Blake",finger,Probable,TE,2015,13
66,"Celek, Garrett",ankle,Out,TE,2015,13
69,"Hyde, Carlos",foot,Out,RB,2015,13
77,"Carey, Ka'Deem",concussion,Probable,RB,2015,13
84,"Miller, Zach",rib,Questionable,TE,2015,13
90,"Eifert, Tyler",neck,Doubtful,TE,2015,13
113,"Forsett, Justin",broken right arm,Day-to-Day,RB,2015,13
114,"Gillmore, Crockett",calf,Day-to-Day,TE,2015,13
117,"Pitta, Dennis",hip,Day-to-Day,TE,2015,13
123,"Williams, Maxx",concussion,Out,TE,2015,13
124,"Ajayi, Jay",shoulder,Probable,RB,2015,13
128,"Cameron, Jordan",groin,Day-to-Day,TE,2015,13
141,"Sims, Dion",neck,Probable,TE,2015,13
152,"Lynch, Marshawn",abdomen,Out,RB,2015,13
155,"Tukuafu, Will",concussion,Questionable,RB,2015,13
167,"Amaro, Jace",torn labrum,Day-to-Day,TE,2015,13
173,"Forte, Matt",right knee,Day-to-Day,RB,2015,13
179,"Powell, Bilal",ankle,Day-to-Day,RB,2015,13
188,"Donnell, Larry",neck,Out,TE,2015,13
197,"Whitlock, Nikita",not injury related,Probable,RB,2015,13
199,"Ellington, Andre",toe,Out,RB,2015,13
200,"Fells, Darren",shoulder,Day-to-Day,TE,2015,13
205,"Johnson, Chris",fractured left tibia,Injured Reserve (DFR),RB,2015,13
208,"Momah, Ifeanyi",knee,Day-to-Day,TE,2015,13
216,"Gurley, Todd",knee,Day-to-Day,RB,2015,13
220,"Mason, Tre",hamstring,Day-to-Day,RB,2015,13
227,"Coleman, Tevin",hamstring,Day-to-Day,RB,2015,13
229,"Freeman, Devonta",concussion,Probable,RB,2015,13
231,"Moeaki, Tony",hamstring,Out,TE,2015,13
233,"Tamme, Jacob",concussion,Day-to-Day,TE,2015,13
244,"Seferian-Jenkins, Austin",shoulder,Questionable,TE,2015,13
247,"Stocker, Luke",back,Questionable,TE,2015,13
252,"Gerhart, Toby",groin,Out,RB,2015,13
255,"Ivory, Chris",groin,Day-to-Day,RB,2015,13
258,"Lewis, Marcedes",ankle,Probable,TE,2015,13
261,"Pierce, Bernard",calf,Questionable,RB,2015,13
263,"Robinson, Denard",left knee,Day-to-Day,RB,2015,13
266,"Thomas, Julius",left index finger,Day-to-Day,TE,2015,13
268,"Yeldon, T.J.",foot,Day-to-Day,RB,2015,13
269,"Cobb, David",calf,Injured Reserve (DFR),RB,2015,13
270,"Fasano, Anthony",shoulder,Probable,TE,2015,13
277,"McCluster, Dexter",knee,Out,RB,2015,13
279,"Murray, DeMarco",hamstring,Day-to-Day,RB,2015,13
281,"Walker, Delanie",hand,Day-to-Day,TE,2015,13
294,"Kelce, Travis",groin,Probable,TE,2015,13
299,"Ware, Spencer",hamstring,Probable,RB,2015,13
300,"West, Charcandrick",hamstring,Probable,RB,2015,13
304,"Jones, Taiwan",knee,Doubtful,RB,2015,13
309,"Daniels, Owen",knee,Probable,TE,2015,13
312,"Green, Virgil",finger,Probable,TE,2015,13
313,"Hillman, Ronnie",tooth,Probable,RB,2015,13
344,"Stewart, Jonathan",leg,Day-to-Day,RB,2015,13
353,"Ingram, Mark",shoulder,Probable,RB,2015,13
364,"Ertz, Zach",concussion,Probable,TE,2015,13
370,"Mathews, Ryan","concussion, groin",Out,RB,2015,13
376,"Bennett, Martellus",ribs,Probable,TE,2015,13
379,"Chandler, Scott",knee,Probable,TE,2015,13
386,"Gronkowski, Rob",knee,Out,TE,2015,13
391,"Williams, Michael",knee,Questionable,TE,2015,13
393,"Allen, Dwayne",ankle,Day-to-Day,TE,2015,13
396,"Herron, Daniel",shoulder,Day-to-Day,RB,2015,13
404,"Bell, Le'Veon",right knee,Day-to-Day,RB,2015,13
406,"Green, Ladarius",ankle,Probable,TE,2015,13
409,"Miller, Heath",rib,Questionable,TE,2015,13
414,"Spaeth, Matt",knee,Probable,TE,2015,13
423,"Carrier, Derek","ankle, Achilles",Questionable,TE,2015,13
424,"Davis, Vernon",knee,Day-to-Day,TE,2015,13
432,"Jones, Matt",sprained toe,Day-to-Day,RB,2015,13
435,"Reed, Jordan",concussion,Day-to-Day,TE,2015,13
438,"Thompson, Chris",shoulder,Questionable,RB,2015,13
12,"Ellington, Andre",toe,Out,RB,2015,14
13,"Fells, Darren",shoulder,Day-to-Day,TE,2015,14
16,"Gresham, Jermaine",knee,Doubtful,TE,2015,14
19,"Johnson, Chris",fractured left tibia,Injured Reserve (DFR),RB,2015,14
20,"Leach, Mike",knee,Questionable,TE,2015,14
21,"Momah, Ifeanyi",knee,Day-to-Day,TE,2015,14
26,"Taylor, Stepfan",shoulder,Probable,RB,2015,14
28,"Carrier, Derek",ankle,Questionable,TE,2015,14
30,"Davis, Vernon",concussion,Questionable,TE,2015,14
39,"Jones, Matt",sprained toe,Day-to-Day,RB,2015,14
41,"Reed, Jordan",concussion,Day-to-Day,TE,2015,14
44,"Thompson, Chris",shoulder,Out,RB,2015,14
52,"Miller, Zach",ribs,Questionable,TE,2015,14
59,"Bell, Le'Veon",right knee,Day-to-Day,RB,2015,14
62,"Green, Ladarius",concussion,Day-to-Day,TE,2015,14
65,"Miller, Heath",rib,Probable,TE,2015,14
69,"Spaeth, Matt",knee,Probable,TE,2015,14
75,"Eifert, Tyler",neck,Probable,TE,2015,14
76,"Fisher, Jake",concussion,Doubtful,TE,2015,14
78,"Hewitt, Ryan",knee,Probable,TE,2015,14
90,"Gaskins, Kendall",hamstring,Probable,RB,2015,14
92,"Hyde, Carlos",foot,Out,RB,2015,14
95,"McDonald, Vance",concussion,Out,TE,2015,14
103,"Barnidge, Gary",ankle,Questionable,TE,2015,14
117,"Allen, Dwayne",ankle,Day-to-Day,TE,2015,14
122,"Herron, Daniel",shoulder,Day-to-Day,RB,2015,14
138,"Ivory, Chris",groin,Day-to-Day,RB,2015,14
139,"Jacobs, Nic",hamstring,Questionable,TE,2015,14
146,"Robinson, Denard",left knee,Day-to-Day,RB,2015,14
148,"Thomas, Julius",left index finger,Day-to-Day,TE,2015,14
150,"Yeldon, T.J.",groin,Probable,RB,2015,14
151,"Cobb, David",calf,Injured Reserve (DFR),RB,2015,14
153,"Fasano, Anthony",shoulder,Probable,TE,2015,14
159,"McCluster, Dexter",knee,Probable,RB,2015,14
161,"Murray, DeMarco",hamstring,Day-to-Day,RB,2015,14
163,"Walker, Delanie",hand,Day-to-Day,TE,2015,14
165,"Amaro, Jace",torn labrum,Day-to-Day,TE,2015,14
169,"Davis, Kellen",hand,Probable,TE,2015,14
172,"Forte, Matt",right knee,Day-to-Day,RB,2015,14
178,"Powell, Bilal",ankle,Day-to-Day,RB,2015,14
184,"Clay, Charles",knee,Probable,TE,2015,14
188,"McCoy, LeSean",hamstring,Day-to-Day,RB,2015,14
192,"Williams, Karlos",shoulder,Out,RB,2015,14
193,"Barner, Kenjon",ankle,Probable,RB,2015,14
198,"Ertz, Zach",hip,Probable,TE,2015,14
202,"Mathews, Ryan","concussion, groin",Probable,RB,2015,14
209,"Bell, Joique",ankle,Day-to-Day,RB,2015,14
211,"Ebron, Eric",knee,Day-to-Day,TE,2015,14
224,"Gurley, Todd",knee,Day-to-Day,RB,2015,14
229,"Kendricks, Lance",concussion,Probable,TE,2015,14
230,"Mason, Tre",hamstring,Day-to-Day,RB,2015,14
260,"Seferian-Jenkins, Austin",shoulder,Day-to-Day,TE,2015,14
284,"Kelce, Travis",groin,Probable,TE,2015,14
288,"West, Charcandrick",hamstring,Day-to-Day,RB,2015,14
292,"Coleman, Tevin",hamstring,Day-to-Day,RB,2015,14
293,"Freeman, Devonta",concussion,Day-to-Day,RB,2015,14
296,"Moeaki, Tony",hamstring,Probable,TE,2015,14
298,"Tamme, Jacob",shoulder,Probable,TE,2015,14
312,"Olsen, Greg",not injury related,Probable,TE,2015,14
314,"Stewart, Jonathan",not injury related,Probable,RB,2015,14
324,"Lynch, Marshawn",abdomen,Out,RB,2015,14
325,"Rawls, Thomas",broken ankle,Day-to-Day,RB,2015,14
331,"Forsett, Justin",broken right arm,Day-to-Day,RB,2015,14
332,"Gillmore, Crockett",back,Doubtful,TE,2015,14
335,"Pitta, Dennis",hip,Day-to-Day,TE,2015,14
343,"Williams, Maxx",concussion,Probable,TE,2015,14
349,"Jones, Taiwan",knee,Questionable,RB,2015,14
354,"Anderson, C.J.",ankle,Questionable,RB,2015,14
356,"Daniels, Owen",knee,Probable,TE,2015,14
358,"Hillman, Ronnie",foot,Questionable,RB,2015,14
379,"Lacy, Eddie",groin,Day-to-Day,RB,2015,14
386,"Quarless, Andrew",sprained MCL,Injured Reserve (DFR),TE,2015,14
391,"Chandler, Scott",knee,Questionable,TE,2015,14
395,"Gronkowski, Rob",knee,Questionable,TE,2015,14
405,"Williams, Michael",knee,Probable,TE,2015,14
407,"Blue, Alfred",back,Probable,RB,2015,14
412,"Foster, Arian",torn right Achilles,Day-to-Day,RB,2015,14
413,"Griffin, Ryan",sprained MCL,Injured Reserve (DFR),TE,2015,14
419,"Miller, Lamar",ankle,Day-to-Day,RB,2015,14
421,"Polk, Chris",knee,Probable,RB,2015,14
434,"Ajayi, Jay",cracked rib,Day-to-Day,RB,2015,14
438,"Cameron, Jordan",groin,Day-to-Day,TE,2015,14
448,"Williams, Brandon",foot,Out,TE,2015,14
8,"Seferian-Jenkins, Austin",shoulder,Day-to-Day,TE,2015,15
14,"Gurley, Todd",not injury related,Probable,RB,2015,15
18,"Mason, Tre",hamstring,Day-to-Day,RB,2015,15
23,"Amaro, Jace",torn labrum,Day-to-Day,TE,2015,15
26,"Davis, Kellen",wrist,Probable,TE,2015,15
30,"Forte, Matt",right knee,Day-to-Day,RB,2015,15
39,"Powell, Bilal",ankle,Day-to-Day,RB,2015,15
59,"Kelce, Travis","groin, quadriceps",Probable,TE,2015,15
62,"Ware, Spencer",rib,Questionable,RB,2015,15
63,"West, Charcandrick",hamstring,Day-to-Day,RB,2015,15
69,"Forsett, Justin",broken right arm,Day-to-Day,RB,2015,15
70,"Gillmore, Crockett",back,Out,TE,2015,15
74,"Pitta, Dennis",hip,Day-to-Day,TE,2015,15
79,"West, Terrance",calf,Questionable,RB,2015,15
82,"Blue, Alfred",back,Probable,RB,2015,15
88,"Foster, Arian",torn right Achilles,Day-to-Day,RB,2015,15
89,"Griffin, Ryan",ankle,Probable,TE,2015,15
93,"Miller, Lamar",ankle,Probable,RB,2015,15
94,"Polk, Chris",knee,Probable,RB,2015,15
97,"Allen, Dwayne",ankle,Day-to-Day,TE,2015,15
101,"Doyle, Jack",toe,Probable,TE,2015,15
103,"Herron, Daniel",shoulder,Day-to-Day,RB,2015,15
113,"Coleman, Tevin",hamstring,Day-to-Day,RB,2015,15
114,"Freeman, Devonta",concussion,Day-to-Day,RB,2015,15
117,"Tamme, Jacob",back,Probable,TE,2015,15
129,"Ivory, Chris",groin,Day-to-Day,RB,2015,15
131,"Jacobs, Nic",hamstring,Questionable,TE,2015,15
138,"Robinson, Denard",left knee,Day-to-Day,RB,2015,15
139,"Thomas, Julius",left index finger,Day-to-Day,TE,2015,15
141,"Yeldon, T.J.",knee,Day-to-Day,RB,2015,15
149,"Miller, Zach","illness, ribs",Questionable,TE,2015,15
168,"Cobb, David",calf,Injured Reserve (DFR),RB,2015,15
175,"Murray, DeMarco",hamstring,Day-to-Day,RB,2015,15
177,"Supernaw, Phillip",foot,Questionable,TE,2015,15
178,"Walker, Delanie",hand,Day-to-Day,TE,2015,15
182,"Chandler, Scott",knee,Questionable,TE,2015,15
187,"Gronkowski, Rob",not injury related,Probable,TE,2015,15
209,"Olsen, Greg",knee,Probable,TE,2015,15
211,"Stewart, Jonathan",foot,Out,RB,2015,15
228,"Clay, Charles",back,Out,TE,2015,15
229,"Felton, Jerome",back,Probable,RB,2015,15
232,"McCoy, LeSean",right knee,Day-to-Day,RB,2015,15
237,"Williams, Karlos",shoulder,Questionable,RB,2015,15
241,"Davis, Vernon",knee,Day-to-Day,TE,2015,15
249,"Jones, Matt",sprained toe,Day-to-Day,RB,2015,15
251,"Reed, Jordan",concussion,Day-to-Day,TE,2015,15
254,"Thompson, Chris",shoulder,Questionable,RB,2015,15
261,"Lacy, Eddie",groin,Day-to-Day,RB,2015,15
268,"Quarless, Andrew",sprained MCL,Injured Reserve (DFR),TE,2015,15
